Target_genes	ZNF398|Average	SRX3322508|293	SRX3322509|293	SRX6742746|hES_BG01V	SRX6742745|hESC_H9	SRX16497164|K-562	SRX16497166|K-562	STRING
SLC35E2B	78.666667	196	276	0	0	0	0	0
LINC02210-CRHR1	78.666667	137	335	0	0	0	0	0
KCNH5	78.666667	167	305	0	0	0	0	0
CGNL1	78.666667	158	314	0	0	0	0	0
ATP6V0B	78.666667	217	255	0	0	0	0	0
HOXB7	78.500000	186	285	0	0	0	0	0
EGFR	78.500000	211	260	0	0	0	0	0
TSG101	78.333333	134	336	0	0	0	0	0
TAF6L	78.333333	226	244	0	0	0	0	0
PALM2AKAP2	78.333333	252	218	0	0	0	0	0
EEF1A2	78.333333	240	230	0	0	0	0	0
NTRK1	78.166667	170	299	0	0	0	0	0
MSL2	78.166667	258	211	0	0	0	0	0
HDAC2	78.166667	210	259	0	0	0	0	0
FCHO2	78.166667	173	296	0	0	0	0	0
CACNB2	78.166667	100	369	0	0	0	0	0
ABCB10	78.166667	205	264	0	0	0	0	0
WHRN	78.000000	161	307	0	0	0	0	0
PHC1	78.000000	208	260	0	0	0	0	0
NIPA2	78.000000	200	268	0	0	0	0	0
GFI1	78.000000	176	292	0	0	0	0	0
DCHS1	78.000000	191	277	0	0	0	0	0
ZSCAN31	77.833333	0	0	0	0	181	286	0
TMOD2	77.833333	164	303	0	0	0	0	0
THRB	77.833333	170	297	0	0	0	0	0
STMP1	77.833333	188	279	0	0	0	0	0
RUSC2	77.833333	180	287	0	0	0	0	0
LYSMD2	77.833333	164	303	0	0	0	0	0
ELL2	77.833333	176	291	0	0	0	0	0
WDR20	77.666667	172	294	0	0	0	0	0
WASHC2A	77.666667	205	261	0	0	0	0	0
TUBGCP3	77.666667	229	237	0	0	0	0	0
SRP68	77.666667	149	317	0	0	0	0	0
MTCL1	77.666667	181	285	0	0	0	0	0
FBXO17	77.666667	214	252	0	0	0	0	0
SUCO	77.500000	135	330	0	0	0	0	0
SLC43A2	77.500000	229	236	0	0	0	0	0
ID3	77.500000	200	265	0	0	0	0	0
C8orf88	77.500000	123	342	0	0	0	0	0
SLC22A4	77.333333	217	247	0	0	0	0	0
PDCL	77.333333	172	292	0	0	0	0	0
OGA	77.333333	189	275	0	0	0	0	0
NEGR1	77.333333	159	305	0	0	0	0	0
UBE2M	77.166667	189	274	0	0	0	0	0
TTC4	77.166667	133	330	0	0	0	0	0
SPEF2	77.166667	245	218	0	0	0	0	0
RSPH1	77.166667	210	253	0	0	0	0	0
HAS2	77.166667	199	264	0	0	0	0	0
EIF3J	77.166667	189	274	0	0	0	0	0
ADGRL3	77.166667	88	375	0	0	0	0	0
ABI2	77.166667	208	255	0	0	0	0	0
WDR7	77.000000	207	255	0	0	0	0	0
TOM1	77.000000	184	278	0	0	0	0	0
STIM2	77.000000	240	222	0	0	0	0	0
FAM149A	77.000000	128	334	0	0	0	0	0
CLSTN1	77.000000	118	344	0	0	0	0	0
CFAP161	77.000000	178	284	0	0	0	0	0
CD164	77.000000	224	238	0	0	0	0	0
TMEM145	76.833333	192	269	0	0	0	0	0
TAPBP	76.833333	209	252	0	0	0	0	0
RGMA	76.833333	130	331	0	0	0	0	0
TRNAU1AP	76.666667	205	255	0	0	0	0	0
SNCG	76.666667	243	217	0	0	0	0	0
SELL	76.666667	227	233	0	0	0	0	0
PIGQ	76.666667	255	205	0	0	0	0	0
PHKA2	76.666667	199	261	0	0	0	0	0
NDUFAF1	76.666667	146	314	0	0	0	0	0
MMRN2	76.666667	243	217	0	0	0	0	0
FLRT1	76.666667	136	324	0	0	0	0	0
ABRACL	76.666667	202	258	0	0	0	0	0
TXNL1	76.500000	167	292	0	0	0	0	0
TNIP1	76.500000	205	254	0	0	0	0	0
PANK3	76.500000	209	250	0	0	0	0	0
NUCKS1	76.500000	176	283	0	0	0	0	0
MTUS1	76.500000	125	334	0	0	0	0	0
MTA3	76.500000	135	324	0	0	0	0	0
MCCC1	76.500000	197	262	0	0	0	0	0
NLE1	76.333333	206	252	0	0	0	0	0
FNBP1L	76.333333	128	330	0	0	0	0	0
CHIC1	76.333333	232	226	0	0	0	0	0
SPATA13	76.166667	232	225	0	0	0	0	0
N4BP2L1	76.166667	153	304	0	0	0	0	0
CECR2	76.166667	209	248	0	0	0	0	0
ARID3B	76.166667	165	292	0	0	0	0	0
SLC25A37	76.000000	206	250	0	0	0	0	0
PAPSS2	76.000000	222	234	0	0	0	0	0
KCNN1	76.000000	213	243	0	0	0	0	0
JUP	76.000000	213	243	0	0	0	0	0
HRH3	76.000000	183	273	0	0	0	0	0
FAM83E	76.000000	144	312	0	0	0	0	0
CHST8	76.000000	171	285	0	0	0	0	0
CERS4	76.000000	185	271	0	0	0	0	0
WASL	75.833333	181	274	0	0	0	0	0
VAT1	75.833333	193	262	0	0	0	0	0
RABEP2	75.833333	227	228	0	0	0	0	0
PYROXD1	75.833333	139	316	0	0	0	0	0
MED26	75.833333	181	274	0	0	0	0	0
BMPR1B	75.833333	117	338	0	0	0	0	0
NOTCH1	75.666667	171	283	0	0	0	0	0
NFKBIL1	75.666667	189	265	0	0	0	0	0
NCKAP1	75.666667	153	301	0	0	0	0	0
MLLT11	75.666667	161	293	0	0	0	0	0
CEP164	75.666667	256	198	0	0	0	0	0
CDC42SE1	75.666667	161	293	0	0	0	0	0
ATP6V1G2	75.666667	189	265	0	0	0	0	0
ACHE	75.666667	217	237	0	0	0	0	0
RIMS1	75.500000	123	330	0	0	0	0	0
PMVK	75.500000	202	251	0	0	0	0	0
HNRNPUL1	75.500000	126	327	0	0	0	0	0
CCDC102A	75.500000	210	243	0	0	0	0	0
ZNF527	75.333333	179	273	0	0	0	0	0
SIK3	75.333333	146	306	0	0	0	0	0
MDK	75.333333	187	265	0	0	0	0	0
INSYN1	75.333333	163	289	0	0	0	0	0
DNA2	75.333333	177	275	0	0	0	0	0
CTDSP1	75.333333	157	295	0	0	0	0	0
SNRNP35	75.166667	211	240	0	0	0	0	0
SCML1	75.166667	178	273	0	0	0	0	0
MYPOP	75.166667	181	270	0	0	0	0	0
ASXL3	75.166667	153	298	0	0	0	0	0
ZNF407	75.000000	164	286	0	0	0	0	0
VSIG10	75.000000	157	293	0	0	0	0	0
SS18L2	75.000000	183	267	0	0	0	0	0
SPRY1	75.000000	217	233	0	0	0	0	0
SPECC1	75.000000	176	274	0	0	0	0	0
KIF1B	75.000000	192	258	0	0	0	0	0
ITPRIPL2	75.000000	190	260	0	0	0	0	0
ANGEL2	75.000000	128	322	0	0	0	0	0
ACOT2	75.000000	122	328	0	0	0	0	0
ZBTB9	74.833333	190	259	0	0	0	0	0
NBPF15	74.833333	170	279	0	0	0	0	0
LIMCH1	74.833333	172	277	0	0	0	0	0
ITGB1	74.833333	214	235	0	0	0	0	0
TRIB3	74.666667	148	300	0	0	0	0	0
RING1	74.666667	135	313	0	0	0	0	0
S100A13	74.500000	162	285	0	0	0	0	0
REPIN1	74.500000	0	447	0	0	0	0	0
PAPLN	74.500000	218	229	0	0	0	0	0
PAF1	74.500000	196	251	0	0	0	0	0
IMPACT	74.500000	194	253	0	0	0	0	0
HHIPL2	74.500000	156	291	0	0	0	0	0
DGKI	74.500000	213	234	0	0	0	0	0
CHTOP	74.500000	162	285	0	0	0	0	0
ARHGAP8	74.500000	184	263	0	0	0	0	0
AKIRIN2	74.500000	191	256	0	0	0	0	0
PPP1R11	74.333333	160	286	0	0	0	0	0
NGRN	74.333333	151	295	0	0	0	0	0
HELT	74.333333	204	242	0	0	0	0	0
DPF3	74.333333	136	310	0	0	0	0	0
CEP128	74.333333	93	353	0	0	0	0	0
C16orf95	74.333333	189	257	0	0	0	0	0
ZNF791	74.166667	184	261	0	0	0	0	0
ZNF490	74.166667	184	261	0	0	0	0	0
ZNF300	74.166667	178	267	0	0	0	0	0
SLX1B	74.166667	145	300	0	0	0	0	0
SLX1A	74.166667	145	300	0	0	0	0	0
PMM1	74.166667	169	276	0	0	0	0	0
LRRN4CL	74.166667	232	213	0	0	0	0	0
CNOT11	74.166667	198	247	0	0	0	0	0
CCDC71L	74.166667	261	184	0	0	0	0	0
BOLA2B	74.166667	145	300	0	0	0	0	0
BOLA2	74.166667	145	300	0	0	0	0	0
ADAMTS15	74.166667	148	297	0	0	0	0	0
MAP2K5	74.000000	201	243	0	0	0	0	0
CEP192	74.000000	251	193	0	0	0	0	0
CAMK2N2	74.000000	190	254	0	0	0	0	0
AGPAT2	74.000000	114	330	0	0	0	0	0
ARHGAP31	73.833333	151	292	0	0	0	0	0
TAF9	73.666667	188	254	0	0	0	0	0
RAD17	73.666667	188	254	0	0	0	0	0
RAB5A	73.666667	225	217	0	0	0	0	0
RAB3GAP2	73.666667	130	312	0	0	0	0	0
CACNG8	73.666667	203	239	0	0	0	0	0
AK6	73.666667	188	254	0	0	0	0	0
ZMPSTE24	73.500000	270	171	0	0	0	0	0
MRPL41	73.500000	151	290	0	0	0	0	0
ASNS	73.500000	209	232	0	0	0	0	0
TMPO	73.333333	179	261	0	0	0	0	0
CTNNA1	73.333333	132	308	0	0	0	0	0
TFB2M	73.166667	144	295	0	0	0	0	0
SLC35C1	73.166667	151	288	0	0	0	0	0
MAP2K3	73.166667	144	295	0	0	0	0	0
FOXJ3	73.166667	192	247	0	0	0	0	0
CNST	73.166667	144	295	0	0	0	0	0
SLC6A12	73.000000	126	312	0	0	0	0	0
RXRA	73.000000	0	438	0	0	0	0	0
MIA3	73.000000	194	244	0	0	0	0	0
IGFBP2	73.000000	178	260	0	0	0	0	0
HGC6.3	73.000000	193	245	0	0	0	0	0
HACE1	73.000000	134	304	0	0	0	0	0
ECSIT	73.000000	215	223	0	0	0	0	0
ZKSCAN5	72.833333	243	194	0	0	0	0	0
TMEM50A	72.833333	188	249	0	0	0	0	0
TMEM160	72.833333	174	263	0	0	0	0	0
NAA35	72.833333	213	224	0	0	0	0	0
MOCS1	72.833333	147	290	0	0	0	0	0
CSRNP2	72.833333	206	231	0	0	0	0	0
SOX2	72.666667	190	246	0	0	0	0	0
PIAS1	72.666667	174	262	0	0	0	0	0
PBK	72.666667	137	299	0	0	0	0	0
ETFRF1	72.666667	189	247	0	0	0	0	0
CFAP94	72.666667	189	247	0	0	0	0	0
RAPGEF1	72.500000	226	209	0	0	0	0	0
MARCHF5	72.500000	168	267	0	0	0	0	0
CPEB3	72.500000	168	267	0	0	0	0	0
CACNG7	72.500000	180	255	0	0	0	0	0
SRSF11	72.333333	190	244	0	0	0	0	0
NEURL2	72.333333	219	215	0	0	0	0	0
NEDD1	72.333333	0	434	0	0	0	0	0
MGST1	72.333333	150	213	0	71	0	0	0
EPM2A	72.333333	199	235	0	0	0	0	0
DKK1	72.333333	197	237	0	0	0	0	0
CTSA	72.333333	219	215	0	0	0	0	0
TJP2	72.166667	118	184	0	131	0	0	0
RHPN1	72.166667	209	224	0	0	0	0	0
LAPTM4B	72.166667	187	246	0	0	0	0	0
GDI2	72.166667	162	271	0	0	0	0	0
CCNE1	72.166667	0	433	0	0	0	0	0
ZBTB16	72.000000	213	219	0	0	0	0	0
NCKAP5L	72.000000	203	229	0	0	0	0	0
HPS5	72.000000	215	217	0	0	0	0	0
HIVEP1	72.000000	160	272	0	0	0	0	0
GTF2H1	72.000000	215	217	0	0	0	0	0
ZNF668	71.833333	215	216	0	0	0	0	0
ZNF646	71.833333	215	216	0	0	0	0	0
SNUPN	71.833333	139	292	0	0	0	0	0
GINS3	71.833333	176	255	0	0	0	0	0
ENOX1	71.833333	134	297	0	0	0	0	0
AKIRIN1	71.833333	149	282	0	0	0	0	0
TMOD4	71.666667	114	316	0	0	0	0	0
TBX18	71.666667	157	273	0	0	0	0	0
SOBP	71.666667	140	290	0	0	0	0	0
RAD54B	71.666667	185	245	0	0	0	0	0
PWWP2A	71.666667	148	282	0	0	0	0	0
GNB2	71.666667	237	193	0	0	0	0	0
ZFP36L1	71.500000	171	258	0	0	0	0	0
USP45	71.500000	128	301	0	0	0	0	0
ROBO2	71.500000	113	316	0	0	0	0	0
PHF1	71.500000	0	429	0	0	0	0	0
HOXB6	71.500000	164	265	0	0	0	0	0
EIF5	71.500000	166	263	0	0	0	0	0
DNAJC13	71.500000	237	192	0	0	0	0	0
ADAMTS10	71.500000	175	254	0	0	0	0	0
TWF2	71.333333	154	274	0	0	0	0	0
SEC13	71.333333	168	260	0	0	0	0	0
NEDD4	71.333333	147	281	0	0	0	0	0
ZFYVE28	71.166667	215	212	0	0	0	0	0
RANBP9	71.166667	179	248	0	0	0	0	0
PTGER2	71.166667	162	265	0	0	0	0	0
PIK3R3	71.166667	140	287	0	0	0	0	0
KCNIP1	71.166667	163	264	0	0	0	0	0
FEM1C	71.166667	160	267	0	0	0	0	0
CFAP99	71.166667	215	212	0	0	0	0	0
SRRT	71.000000	202	224	0	0	0	0	0
PLD1	71.000000	177	249	0	0	0	0	0
PCNA	71.000000	172	254	0	0	0	0	0
MYH11	71.000000	155	271	0	0	0	0	0
CDS2	71.000000	172	254	0	0	0	0	0
WASHC2C	70.833333	158	267	0	0	0	0	0
RB1	70.833333	156	269	0	0	0	0	0
RASSF5	70.833333	144	281	0	0	0	0	0
POLE3	70.833333	191	234	0	0	0	0	0
PDE9A	70.833333	211	214	0	0	0	0	0
MARCHF8	70.833333	127	298	0	0	0	0	0
LIN9	70.833333	144	281	0	0	0	0	0
KMT5A	70.833333	178	247	0	0	0	0	0
CDKN2AIP	70.833333	0	425	0	0	0	0	0
C9orf43	70.833333	191	234	0	0	0	0	0
PITPNM1	70.666667	140	284	0	0	0	0	0
MCUR1	70.666667	127	297	0	0	0	0	0
GRAMD2B	70.666667	111	313	0	0	0	0	0
FUT4	70.666667	170	254	0	0	0	0	0
FBXO27	70.666667	173	251	0	0	0	0	0
EBF4	70.666667	0	424	0	0	0	0	0
AUNIP	70.666667	181	243	0	0	0	0	0
ATE1	70.666667	173	251	0	0	0	0	0
USP39	70.500000	167	256	0	0	0	0	0
TPM4	70.500000	151	272	0	0	0	0	0
SHD	70.333333	140	205	0	77	0	0	0
IQCH	70.333333	146	276	0	0	0	0	0
GNAT2	70.333333	199	223	0	0	0	0	0
COLQ	70.333333	163	259	0	0	0	0	0
CNNM3	70.333333	117	305	0	0	0	0	0
AMPD2	70.333333	199	223	0	0	0	0	0
AAGAB	70.333333	146	276	0	0	0	0	0
RNF145	70.166667	173	248	0	0	0	0	0
NDUFAF6	70.166667	172	249	0	0	0	0	0
DNM3	70.166667	169	252	0	0	0	0	0
CCNE2	70.166667	172	249	0	0	0	0	0
BBS12	70.166667	246	175	0	0	0	0	0
BAZ1A	70.166667	0	421	0	0	0	0	0
RIPOR2	70.000000	101	319	0	0	0	0	0
KMT5B	70.000000	0	420	0	0	0	0	0
GGA2	70.000000	219	201	0	0	0	0	0
VAT1L	69.666667	119	299	0	0	0	0	0
SRPX2	69.666667	121	297	0	0	0	0	0
SLC66A1	69.666667	178	240	0	0	0	0	0
MSX1	69.666667	117	301	0	0	0	0	0
METTL26	69.666667	163	255	0	0	0	0	0
HIC1	69.666667	195	223	0	0	0	0	0
FAM160A2	69.666667	123	295	0	0	0	0	0
AKR7A2	69.666667	178	240	0	0	0	0	0
KPNA4	69.500000	194	223	0	0	0	0	0
IPP	69.500000	142	275	0	0	0	0	0
ZNF382	69.333333	171	245	0	0	0	0	0
ZSCAN20	69.166667	186	229	0	0	0	0	0
TUBG1	69.166667	151	264	0	0	0	0	0
SECISBP2L	69.166667	212	203	0	0	0	0	0
SEC62	69.166667	162	253	0	0	0	0	0
SCD	69.166667	180	235	0	0	0	0	0
RETREG3	69.166667	151	264	0	0	0	0	0
NECTIN3	69.166667	148	267	0	0	0	0	0
MC5R	69.166667	195	220	0	0	0	0	0
IST1	69.166667	173	242	0	0	0	0	0
COG7	69.166667	173	242	0	0	0	0	0
TTLL12	69.000000	94	320	0	0	0	0	0
SLC25A36	69.000000	171	243	0	0	0	0	0
RCBTB2	69.000000	176	238	0	0	0	0	0
PTP4A1	69.000000	208	206	0	0	0	0	0
PHACTR2	69.000000	148	266	0	0	0	0	0
MAGI3	69.000000	176	238	0	0	0	0	0
EXOC4	69.000000	120	294	0	0	0	0	0
CTNNB1	69.000000	131	283	0	0	0	0	0
CSNK2A1	69.000000	162	252	0	0	0	0	0
SMTNL2	68.833333	136	277	0	0	0	0	0
LMO2	68.833333	203	210	0	0	0	0	0
IL17F	68.833333	115	298	0	0	0	0	0
GPER1	68.833333	182	231	0	0	0	0	0
CUX2	68.833333	0	413	0	0	0	0	0
COL6A1	68.833333	204	209	0	0	0	0	0
ARHGEF7	68.833333	139	274	0	0	0	0	0
WIF1	68.666667	126	286	0	0	0	0	0
OXSR1	68.666667	106	306	0	0	0	0	0
CDK5RAP3	68.666667	122	290	0	0	0	0	0
PHF8	68.500000	162	249	0	0	0	0	0
INKA1	68.500000	151	260	0	0	0	0	0
EPHB4	68.500000	135	276	0	0	0	0	0
ZNF45	68.333333	183	227	0	0	0	0	0
TBC1D13	68.333333	131	279	0	0	0	0	0
SLC45A3	68.333333	132	278	0	0	0	0	0
SLC35A1	68.333333	244	166	0	0	0	0	0
SLC16A9	68.333333	212	198	0	0	0	0	0
RMDN2	68.333333	166	244	0	0	0	0	0
PRICKLE1	68.333333	194	216	0	0	0	0	0
PLD3	68.333333	200	210	0	0	0	0	0
NUTF2	68.333333	178	232	0	0	0	0	0
IMPDH1	68.333333	198	212	0	0	0	0	0
HARBI1	68.333333	227	183	0	0	0	0	0
FBXO31	68.333333	191	219	0	0	0	0	0
CENPT	68.333333	178	232	0	0	0	0	0
C19orf47	68.333333	200	210	0	0	0	0	0
ATG13	68.333333	227	183	0	0	0	0	0
TMEM248	68.166667	173	236	0	0	0	0	0
ST8SIA1	68.166667	239	170	0	0	0	0	0
SMIM14	68.166667	167	242	0	0	0	0	0
SAMD13	68.166667	202	207	0	0	0	0	0
MPI	68.166667	176	233	0	0	0	0	0
CRLF1	68.166667	0	409	0	0	0	0	0
CCDC58	68.166667	0	409	0	0	0	0	0
CCDC50	68.166667	183	226	0	0	0	0	0
ARHGEF35	68.166667	127	282	0	0	0	0	0
ZNF585B	68.000000	240	168	0	0	0	0	0
SEMA6A	68.000000	166	242	0	0	0	0	0
PLXNA2	68.000000	186	222	0	0	0	0	0
FUT10	68.000000	197	211	0	0	0	0	0
TSHZ1	67.833333	219	188	0	0	0	0	0
TAF6	67.833333	175	232	0	0	0	0	0
MLX	67.833333	164	243	0	0	0	0	0
MAST4	67.833333	204	203	0	0	0	0	0
MAP3K3	67.833333	133	274	0	0	0	0	0
CNPY4	67.833333	175	232	0	0	0	0	0
CHMP4A	67.833333	155	252	0	0	0	0	0
CERCAM	67.833333	156	251	0	0	0	0	0
ACTR6	67.833333	151	256	0	0	0	0	0
SVIL	67.666667	133	273	0	0	0	0	0
RGS9BP	67.666667	192	214	0	0	0	0	0
PURB	67.666667	212	194	0	0	0	0	0
OTX1	67.666667	173	233	0	0	0	0	0
MTAP	67.666667	218	188	0	0	0	0	0
EPHB6	67.666667	180	226	0	0	0	0	0
CCDC114	67.666667	161	245	0	0	0	0	0
CASTOR2	67.666667	138	268	0	0	0	0	0
ANKRD27	67.666667	192	214	0	0	0	0	0
OSBPL8	67.500000	184	221	0	0	0	0	0
NRM	67.500000	169	236	0	0	0	0	0
KMT2B	67.500000	149	256	0	0	0	0	0
EZH2	67.500000	87	318	0	0	0	0	0
ATF7IP	67.500000	158	247	0	0	0	0	0
UBE2D3	67.333333	170	234	0	0	0	0	0
TTC17	67.333333	174	230	0	0	0	0	0
SOX13	67.333333	129	275	0	0	0	0	0
SLAIN2	67.333333	150	254	0	0	0	0	0
PRAG1	67.333333	168	236	0	0	0	0	0
NMNAT2	67.333333	166	238	0	0	0	0	0
DCTN2	67.333333	136	268	0	0	0	0	0
CTDSP2	67.333333	183	221	0	0	0	0	0
AGPAT3	67.333333	133	271	0	0	0	0	0
FBXL13	67.166667	201	202	0	0	0	0	0
CHRNA2	67.166667	177	226	0	0	0	0	0
CEP120	67.166667	203	200	0	0	0	0	0
ARMC10	67.166667	201	202	0	0	0	0	0
RAD21	67.000000	122	280	0	0	0	0	0
MPP5	67.000000	152	250	0	0	0	0	0
GIT2	67.000000	130	272	0	0	0	0	0
ENTPD8	67.000000	134	268	0	0	0	0	0
DRAM2	67.000000	142	260	0	0	0	0	0
DCP1B	67.000000	192	210	0	0	0	0	0
DCBLD1	67.000000	56	346	0	0	0	0	0
CTSH	67.000000	133	269	0	0	0	0	0
CPED1	67.000000	175	227	0	0	0	0	0
CEPT1	67.000000	142	260	0	0	0	0	0
ZNF362	66.833333	176	225	0	0	0	0	0
TRIP4	66.833333	162	239	0	0	0	0	0
NBEA	66.833333	194	207	0	0	0	0	0
KRT19	66.833333	185	216	0	0	0	0	0
C16orf71	66.833333	126	275	0	0	0	0	0
ANKS3	66.833333	126	275	0	0	0	0	0
SPOCK3	66.666667	126	274	0	0	0	0	0
PRCD	66.666667	222	178	0	0	0	0	0
MICAL1	66.666667	158	242	0	0	0	0	0
HOXA13	66.666667	0	400	0	0	0	0	0
ZNF234	66.500000	215	184	0	0	0	0	0
RBCK1	66.500000	141	258	0	0	0	0	0
MVB12A	66.500000	119	280	0	0	0	0	0
MTMR3	66.500000	136	263	0	0	0	0	0
CYP4X1	66.500000	161	238	0	0	0	0	0
CUL9	66.500000	122	277	0	0	0	0	0
BACH1	66.500000	195	204	0	0	0	0	0
ZNF567	66.333333	170	228	0	0	0	0	0
VPS37D	66.333333	120	278	0	0	0	0	0
UBE3B	66.333333	152	246	0	0	0	0	0
TRIM39	66.333333	212	186	0	0	0	0	0
TBC1D10B	66.333333	0	398	0	0	0	0	0
PPFIBP1	66.333333	168	230	0	0	0	0	0
MYLPF	66.333333	0	398	0	0	0	0	0
GASK1A	66.333333	147	251	0	0	0	0	0
NECTIN2	66.166667	0	269	0	128	0	0	0
NDUFA4L2	66.166667	166	231	0	0	0	0	0
DCP1A	66.166667	191	206	0	0	0	0	0
CNTLN	66.166667	141	256	0	0	0	0	0
ZNF787	66.000000	179	217	0	0	0	0	0
SGPL1	66.000000	166	230	0	0	0	0	0
KCNH7	66.000000	163	233	0	0	0	0	0
FUT3	66.000000	142	254	0	0	0	0	0
CYSTM1	66.000000	184	212	0	0	0	0	0
CELF1	66.000000	174	222	0	0	0	0	0
ADPGK	66.000000	131	265	0	0	0	0	0
WDR43	65.833333	146	249	0	0	0	0	0
STK32C	65.833333	135	260	0	0	0	0	0
NRDC	65.833333	161	234	0	0	0	0	0
FBXW11	65.833333	183	212	0	0	0	0	0
EIF4E	65.833333	138	257	0	0	0	0	0
RTL8C	65.666667	171	223	0	0	0	0	0
MLST8	65.666667	0	394	0	0	0	0	0
LNPEP	65.666667	106	288	0	0	0	0	0
GLCCI1	65.666667	144	250	0	0	0	0	0
CAPNS1	65.666667	142	252	0	0	0	0	0
ZBTB45	65.500000	149	244	0	0	0	0	0
SHLD2	65.500000	171	222	0	0	0	0	0
HMGA1	65.500000	96	297	0	0	0	0	0
HK1	65.500000	0	393	0	0	0	0	0
HBA1	65.500000	168	225	0	0	0	0	0
GLUD1	65.500000	171	222	0	0	0	0	0
TMEM233	65.333333	154	238	0	0	0	0	0
TMEM121B	65.333333	175	217	0	0	0	0	0
TBC1D9	65.333333	146	246	0	0	0	0	0
ZNF83	65.166667	158	233	0	0	0	0	0
VANGL1	65.166667	179	212	0	0	0	0	0
SAMD10	65.166667	164	227	0	0	0	0	0
PRPF6	65.166667	164	227	0	0	0	0	0
ORAI1	65.166667	150	241	0	0	0	0	0
HDAC9	65.166667	109	282	0	0	0	0	0
ZNF565	65.000000	171	219	0	0	0	0	0
ZNF146	65.000000	171	219	0	0	0	0	0
WDR74	65.000000	96	137	0	0	157	0	0
PRUNE1	65.000000	189	201	0	0	0	0	0
PRPF3	65.000000	219	171	0	0	0	0	0
MINDY1	65.000000	189	201	0	0	0	0	0
KAT5	65.000000	153	237	0	0	0	0	0
CIAO2B	65.000000	187	203	0	0	0	0	0
CES2	65.000000	187	203	0	0	0	0	0
BRPF1	65.000000	149	241	0	0	0	0	0
ADAM22	65.000000	108	282	0	0	0	0	0
ZFP64	64.833333	115	274	0	0	0	0	0
TMED2	64.833333	109	280	0	0	0	0	0
RIC1	64.833333	0	389	0	0	0	0	0
PITPNC1	64.833333	127	262	0	0	0	0	0
NTRK3	64.833333	170	219	0	0	0	0	0
NAPB	64.833333	173	216	0	0	0	0	0
MEPCE	64.833333	193	196	0	0	0	0	0
KDM5C	64.833333	205	184	0	0	0	0	0
NUDT4B	64.666667	146	242	0	0	0	0	0
ESAM	64.666667	171	217	0	0	0	0	0
CCL4L2	64.666667	162	226	0	0	0	0	0
CCL4	64.666667	162	226	0	0	0	0	0
AFF4	64.666667	188	200	0	0	0	0	0
ZMYM5	64.500000	133	254	0	0	0	0	0
PTPRU	64.500000	167	220	0	0	0	0	0
FAM199X	64.500000	167	220	0	0	0	0	0
DDX19B	64.500000	180	207	0	0	0	0	0
ACOT1	64.500000	154	233	0	0	0	0	0
AARS1	64.500000	180	207	0	0	0	0	0
ZNF584	64.333333	127	259	0	0	0	0	0
ZBTB25	64.333333	165	221	0	0	0	0	0
ZBTB1	64.333333	165	221	0	0	0	0	0
TPP1	64.333333	209	177	0	0	0	0	0
RUBCN	64.333333	178	208	0	0	0	0	0
HGSNAT	64.333333	144	242	0	0	0	0	0
ARHGAP40	64.333333	219	167	0	0	0	0	0
ZSCAN9	64.166667	160	225	0	0	0	0	0
ZNF324B	64.166667	157	228	0	0	0	0	0
VAMP4	64.166667	151	234	0	0	0	0	0
USP30	64.166667	199	186	0	0	0	0	0
UNC13A	64.166667	189	196	0	0	0	0	0
SEPTIN9	64.166667	114	271	0	0	0	0	0
LRRC42	64.166667	152	233	0	0	0	0	0
HSPB11	64.166667	152	233	0	0	0	0	0
G3BP2	64.166667	167	218	0	0	0	0	0
FBXO2	64.166667	0	385	0	0	0	0	0
WBP1	64.000000	95	289	0	0	0	0	0
SLC1A3	64.000000	169	215	0	0	0	0	0
NUDT3	64.000000	136	248	0	0	0	0	0
METTL9	64.000000	190	194	0	0	0	0	0
GGT5	64.000000	179	205	0	0	0	0	0
GGA1	64.000000	148	236	0	0	0	0	0
C18orf21	64.000000	160	224	0	0	0	0	0
RPRD2	63.833333	189	194	0	0	0	0	0
PJA2	63.833333	111	272	0	0	0	0	0
KIAA0895	63.833333	186	197	0	0	0	0	0
ELOVL4	63.833333	113	270	0	0	0	0	0
CABLES1	63.833333	171	212	0	0	0	0	0
MORF4L2	63.666667	163	219	0	0	0	0	0
DYNC2LI1	63.666667	142	240	0	0	0	0	0
CELF2	63.666667	124	258	0	0	0	0	0
BBS9	63.666667	139	243	0	0	0	0	0
ADGRB3	63.666667	140	242	0	0	0	0	0
TP53INP2	63.500000	214	167	0	0	0	0	0
LDLRAD4	63.500000	0	381	0	0	0	0	0
FBXL17	63.500000	104	277	0	0	0	0	0
FAM156B	63.500000	125	256	0	0	0	0	0
FAM156A	63.500000	125	256	0	0	0	0	0
ELP1	63.500000	146	235	0	0	0	0	0
CFAP298-TCP10L	63.500000	168	213	0	0	0	0	0
CFAP298	63.500000	168	213	0	0	0	0	0
ASGR1	63.500000	150	231	0	0	0	0	0
APOC1	63.500000	177	204	0	0	0	0	0
ABITRAM	63.500000	146	235	0	0	0	0	0
RPL10A	63.333333	161	219	0	0	0	0	0
LRFN3	63.333333	195	185	0	0	0	0	0
KSR1	63.333333	0	380	0	0	0	0	0
FAM172A	63.333333	202	178	0	0	0	0	0
FAM13B	63.333333	162	218	0	0	0	0	0
B3GALT1	63.333333	151	229	0	0	0	0	0
ZDHHC17	63.166667	110	269	0	0	0	0	0
WDR18	63.166667	156	223	0	0	0	0	0
