Target_genes	UBTF|Average	SRX2423977|GM12878	SRX2423978|GM12878	SRX2424229|HeLa	SRX2424230|HeLa	SRX10478330|Hep_G2	SRX10478331|Hep_G2	SRX1519704|hESC_H9	SRX1519705|hESC_H9	SRX150418|K-562	SRX150721|K-562	SRX23177015|PLC/PRF/5	SRX23177016|PLC/PRF/5	STRING
AGTPBP1	70.333333	0	0	0	0	581	263	0	0	0	0	0	0	0
ZNF107	70.250000	0	0	0	0	390	225	0	0	103	125	0	0	0
NRARP	70.250000	0	0	0	0	161	139	0	0	236	307	0	0	0
LRP4	70.250000	0	0	0	0	843	0	0	0	0	0	0	0	0
CRCP	70.250000	0	0	0	0	414	217	0	0	0	98	114	0	0
AIFM1	70.250000	0	0	0	0	356	220	0	0	0	135	132	0	0
ZNF385B	70.166667	0	0	0	0	708	134	0	0	0	0	0	0	0
ZNF26	70.166667	0	0	0	0	437	405	0	0	0	0	0	0	0
YIF1A	70.166667	0	0	0	0	336	124	0	0	0	231	151	0	0
FPGS	70.166667	0	0	0	0	458	167	0	0	0	0	217	0	0
ESYT1	70.166667	0	0	0	0	300	176	0	0	0	196	170	0	0
CDC25A	70.166667	0	0	0	0	447	209	0	0	0	186	0	0	0
ATP6V1B2	70.166667	0	0	0	0	441	146	0	0	0	255	0	0	0
ARFGAP1	70.166667	0	0	0	0	619	223	0	0	0	0	0	0	0
ZNF395	70.083333	0	0	0	0	467	0	0	0	152	222	0	0	0
UBE2B	70.083333	0	0	0	0	350	280	0	0	0	211	0	0	0
TMEM123	70.083333	0	0	0	0	323	215	0	0	141	162	0	0	0
TFAP4	70.083333	0	0	0	0	496	226	0	0	0	119	0	0	0
SUB1	70.083333	0	0	0	0	439	190	0	0	0	212	0	0	0
SP100	70.083333	0	0	0	0	356	259	0	0	0	226	0	0	0
LMF1	70.083333	0	0	0	0	365	183	0	0	121	172	0	0	0
CRADD	70.083333	0	0	0	0	344	250	0	0	85	162	0	0	0
CDKL3	70.083333	0	0	0	0	350	280	0	0	0	211	0	0	0
BBS1	70.083333	0	0	0	0	275	269	0	0	112	185	0	0	0
RCC2	70.000000	0	0	0	0	470	129	0	0	0	241	0	0	0
PVR	70.000000	0	0	0	0	572	185	0	0	0	83	0	0	0
PPM1D	70.000000	0	0	0	0	437	403	0	0	0	0	0	0	0
NUDT9	70.000000	0	0	0	0	304	273	0	0	116	147	0	0	0
MXI1	70.000000	0	0	0	0	286	148	0	0	0	191	215	0	0
MVD	70.000000	0	0	0	0	482	258	0	0	0	0	100	0	0
MTRNR2L6	70.000000	238	0	0	0	0	0	0	0	310	292	0	0	0
GLS	70.000000	0	0	0	0	504	225	0	0	0	111	0	0	0
EML1	70.000000	0	0	0	0	534	0	0	0	100	206	0	0	0
CCNY	70.000000	0	0	0	0	446	153	0	0	119	122	0	0	0
C15orf40	70.000000	0	0	0	0	422	284	0	0	0	134	0	0	0
APP	70.000000	0	0	0	0	743	97	0	0	0	0	0	0	0
SELENOK	69.916667	0	0	0	0	353	234	0	0	0	252	0	0	0
PABPC1	69.916667	0	0	0	0	176	163	0	0	0	218	204	78	0
NAA60	69.916667	0	0	0	0	409	231	0	0	0	199	0	0	0
MTO1	69.833333	0	0	0	0	475	214	0	0	0	149	0	0	0
MIB1	69.833333	0	0	0	0	450	117	0	0	0	125	146	0	0
GREB1L	69.833333	0	0	0	0	698	140	0	0	0	0	0	0	0
ATP8B3	69.833333	0	0	0	0	209	125	0	0	0	0	364	140	0
ARNTL2	69.833333	0	0	0	0	609	229	0	0	0	0	0	0	0
TASP1	69.750000	0	0	0	0	455	234	0	0	0	148	0	0	0
SLC30A3	69.750000	0	0	0	0	352	98	0	0	142	245	0	0	0
ZNF580	69.666667	0	0	0	0	350	156	0	0	119	211	0	0	0
ZBTB37	69.666667	0	0	0	0	156	147	0	0	0	102	260	171	0
WTIP	69.666667	0	0	0	0	646	190	0	0	0	0	0	0	0
ETHE1	69.666667	0	0	0	0	482	251	0	0	0	103	0	0	0
DDR1	69.666667	0	0	0	0	344	140	0	0	168	184	0	0	0
ASB13	69.666667	0	0	0	0	435	231	0	0	0	170	0	0	0
ZSWIM3	69.583333	0	0	0	0	397	286	0	0	0	152	0	0	0
NPM2	69.583333	0	0	0	0	485	350	0	0	0	0	0	0	0
HSP90AB1	69.583333	0	0	0	0	213	142	0	0	113	238	129	0	0
C17orf113	69.583333	0	0	0	0	486	181	0	0	0	168	0	0	0
ATP6V0C	69.583333	0	0	0	0	465	0	0	0	117	253	0	0	0
ACOT8	69.583333	0	0	0	0	397	286	0	0	0	152	0	0	0
ZNRF1	69.500000	0	0	0	0	171	0	0	0	292	371	0	0	0
ZNF362	69.500000	0	0	0	0	406	0	0	0	161	267	0	0	0
SULF2	69.500000	0	0	0	0	433	401	0	0	0	0	0	0	0
SLC27A3	69.500000	0	0	0	0	605	229	0	0	0	0	0	0	0
SACS	69.500000	0	0	0	0	561	136	0	0	0	137	0	0	0
PPIA	69.500000	0	0	0	0	223	135	0	0	0	146	184	146	0
ABLIM1	69.500000	0	0	0	0	516	318	0	0	0	0	0	0	0
ZC3H18	69.416667	0	0	0	0	507	220	0	0	0	106	0	0	0
WDR4	69.416667	0	0	0	0	245	214	0	0	0	236	138	0	0
PPL	69.416667	0	0	0	0	580	253	0	0	0	0	0	0	0
FSD1L	69.416667	0	0	0	0	365	151	0	0	172	145	0	0	0
SNAP29	69.333333	0	0	0	0	218	102	0	0	211	301	0	0	0
RFWD3	69.333333	0	0	0	0	459	235	0	0	0	138	0	0	0
POLG2	69.333333	0	0	0	0	387	319	0	0	0	126	0	0	0
PI4KA	69.333333	0	0	0	0	218	102	0	0	211	301	0	0	0
NID1	69.333333	0	0	0	0	371	461	0	0	0	0	0	0	0
MGST1	69.333333	0	0	0	0	586	246	0	0	0	0	0	0	0
GPR157	69.333333	0	0	0	0	600	232	0	0	0	0	0	0	0
SMYD3	69.250000	0	0	0	0	413	92	0	0	114	212	0	0	0
KNSTRN	69.250000	0	0	0	0	300	290	0	0	84	157	0	0	0
SF3A1	69.166667	0	0	0	0	415	282	0	0	0	133	0	0	0
MEX3D	69.166667	0	0	0	0	337	0	0	0	110	383	0	0	0
GSE1	69.166667	0	0	0	0	267	177	0	0	126	167	93	0	0
FOXK2	69.166667	0	0	0	0	686	0	0	0	0	144	0	0	0
FNIP2	69.166667	0	0	0	0	330	160	0	0	137	203	0	0	0
CCDC157	69.166667	0	0	0	0	415	282	0	0	0	133	0	0	0
ARRDC1	69.166667	0	0	0	0	403	0	0	0	182	245	0	0	0
VAPB	69.083333	0	0	0	0	536	197	0	0	0	96	0	0	0
RALGDS	69.083333	0	0	0	0	444	174	0	0	0	211	0	0	0
CYS1	69.083333	0	0	0	0	545	0	0	0	0	284	0	0	0
ADNP	69.083333	0	0	0	0	319	0	0	0	171	339	0	0	0
UBALD2	69.000000	0	0	0	0	246	0	0	0	0	113	279	190	0
SLC7A6	69.000000	0	0	0	0	417	168	0	0	104	139	0	0	0
MYB	69.000000	0	0	0	0	152	110	0	0	142	424	0	0	0
MIS18A	69.000000	0	0	0	0	253	211	0	0	152	212	0	0	0
HUWE1	69.000000	0	0	0	0	523	192	0	0	0	113	0	0	0
DONSON	69.000000	0	0	0	0	440	229	0	0	0	159	0	0	0
CADPS2	69.000000	0	0	0	0	622	206	0	0	0	0	0	0	0
ABCB1	69.000000	0	0	0	0	563	265	0	0	0	0	0	0	0
ZNF280C	68.916667	0	0	0	0	309	136	0	0	124	258	0	0	0
UBXN7	68.916667	0	0	0	0	360	256	0	0	90	121	0	0	0
TGFB2	68.916667	0	0	0	0	522	170	0	0	0	135	0	0	0
RRAGC	68.916667	0	0	0	0	355	166	0	0	143	163	0	0	0
QKI	68.916667	0	0	0	0	477	0	0	0	90	260	0	0	0
PKIA	68.916667	0	0	0	0	827	0	0	0	0	0	0	0	0
PAFAH2	68.916667	0	0	0	0	312	325	0	0	0	190	0	0	0
NBPF12	68.916667	0	0	0	0	469	218	0	0	0	140	0	0	0
INTS11	68.916667	0	0	0	0	515	207	0	0	0	105	0	0	0
EDEM1	68.916667	0	0	0	0	400	0	0	0	136	291	0	0	0
CYP24A1	68.916667	0	0	0	0	322	0	0	0	0	0	278	227	0
CPTP	68.916667	0	0	0	0	515	207	0	0	0	105	0	0	0
CHMP4A	68.916667	0	0	0	0	459	368	0	0	0	0	0	0	0
H4C2	68.833333	0	0	0	0	226	477	0	0	0	123	0	0	0
APPBP2	68.833333	0	0	0	0	429	306	0	0	0	91	0	0	0
TMEM237	68.750000	0	0	0	0	616	209	0	0	0	0	0	0	0
TDP1	68.750000	0	0	0	0	562	197	0	0	0	66	0	0	0
KNOP1	68.750000	0	0	0	0	513	312	0	0	0	0	0	0	0
SSX2IP	68.666667	0	0	0	0	503	161	0	0	0	160	0	0	0
ROPN1L	68.666667	0	0	0	0	299	205	0	0	152	168	0	0	0
FHOD3	68.666667	0	0	0	0	687	0	0	0	0	137	0	0	0
EIF2B3	68.666667	0	0	0	0	330	401	0	0	0	93	0	0	0
CD58	68.666667	0	0	0	0	235	130	0	0	213	246	0	0	0
C1QL4	68.666667	0	0	0	0	232	117	0	0	179	296	0	0	0
ROGDI	68.583333	0	0	0	0	433	93	0	0	0	149	148	0	0
RAB21	68.583333	0	0	0	0	499	193	0	0	0	131	0	0	0
NOL4L	68.583333	0	0	0	0	587	132	0	0	0	104	0	0	0
METTL1	68.583333	0	0	0	0	377	252	0	0	0	194	0	0	0
EPOP	68.583333	0	0	0	0	705	118	0	0	0	0	0	0	0
EEF1AKMT3	68.583333	0	0	0	0	377	252	0	0	0	194	0	0	0
DEPTOR	68.583333	0	0	0	0	495	219	0	0	0	109	0	0	0
ARHGAP12	68.583333	0	0	0	0	504	164	0	0	0	155	0	0	0
ZFAND2B	68.500000	0	0	0	0	316	0	0	0	123	281	102	0	0
ZC3H4	68.500000	0	0	0	0	259	278	0	0	0	147	138	0	0
SLC25A3	68.500000	0	0	0	0	335	310	0	0	0	177	0	0	0
KLF16	68.500000	0	0	0	0	156	0	0	0	0	0	371	295	0
SGSM3	68.416667	0	0	0	0	492	133	0	0	0	196	0	0	0
RBM27	68.416667	0	0	0	0	261	138	0	0	120	302	0	0	0
RALGPS1	68.416667	0	0	0	0	423	0	0	0	121	277	0	0	0
KBTBD8	68.416667	0	0	0	0	410	145	0	0	0	266	0	0	0
INSIG2	68.416667	0	0	0	0	471	350	0	0	0	0	0	0	0
HPCA	68.416667	0	0	0	0	354	219	0	0	0	248	0	0	0
HMGCR	68.416667	0	0	0	0	242	253	0	0	0	178	148	0	0
CTHRC1	68.416667	0	0	0	0	587	95	0	0	0	139	0	0	0
ANGPTL4	68.416667	0	0	0	0	533	159	0	0	0	129	0	0	0
ZDBF2	68.333333	0	0	0	0	576	173	0	0	0	71	0	0	0
UACA	68.333333	0	0	0	0	509	215	0	0	0	0	96	0	0
TMED10	68.333333	0	0	0	0	473	277	0	0	0	70	0	0	0
THOC1	68.333333	0	0	0	0	320	362	0	0	0	138	0	0	0
SHTN1	68.333333	0	0	0	0	525	211	0	0	0	84	0	0	0
RHOF	68.333333	0	0	0	0	251	155	0	0	0	195	219	0	0
PPRC1	68.333333	0	0	0	0	240	107	0	0	0	135	220	118	0
POM121C	68.333333	0	0	0	0	435	235	0	0	0	150	0	0	0
C12orf45	68.333333	0	0	0	0	642	178	0	0	0	0	0	0	0
BTG3	68.333333	0	0	0	0	600	105	0	0	0	115	0	0	0
WRAP53	68.250000	0	0	0	0	231	158	0	0	93	337	0	0	0
THOC7	68.250000	0	0	0	0	530	190	0	0	99	0	0	0	0
TAF1D	68.250000	0	0	0	0	216	209	0	0	82	149	86	77	0
PAQR6	68.250000	0	0	0	0	469	350	0	0	0	0	0	0	0
OGG1	68.250000	0	0	0	0	94	150	0	0	138	437	0	0	0
DENND10	68.250000	0	0	0	0	509	185	0	0	0	125	0	0	0
CAST	68.250000	0	0	0	0	476	224	0	0	0	0	119	0	0
C11orf54	68.250000	0	0	0	0	216	209	0	0	82	149	86	77	0
AMN1	68.250000	0	0	0	0	286	135	0	0	0	261	137	0	0
UBAP2	68.166667	0	0	0	0	363	132	0	0	0	123	200	0	0
KIAA2026	68.166667	0	0	0	0	535	150	0	0	0	133	0	0	0
DNAJC30	68.166667	0	0	0	0	496	259	0	0	0	63	0	0	0
CPSF6	68.166667	0	0	0	0	479	168	0	0	0	171	0	0	0
BUD23	68.166667	0	0	0	0	496	259	0	0	0	63	0	0	0
ACVR2B	68.166667	0	0	0	0	238	125	0	0	158	297	0	0	0
ATP6V0B	68.083333	0	0	0	0	299	200	0	0	130	188	0	0	0
TOMM5	68.000000	0	0	0	0	380	302	0	0	0	134	0	0	0
TMEM38A	68.000000	0	0	0	0	265	140	0	0	0	0	224	187	0
TM7SF3	68.000000	0	0	0	0	530	187	0	0	0	99	0	0	0
SMIM8	68.000000	0	0	0	0	456	237	0	0	0	123	0	0	0
SMIM7	68.000000	0	0	0	0	265	140	0	0	0	0	224	187	0
GGTA1	68.000000	0	0	0	0	586	0	0	0	0	230	0	0	0
C10orf143	68.000000	0	0	0	0	463	158	0	0	0	0	195	0	0
ZCCHC4	67.916667	0	0	0	0	323	396	0	0	0	96	0	0	0
TP53INP1	67.916667	0	0	0	0	564	251	0	0	0	0	0	0	0
SYN3	67.916667	0	0	0	0	666	149	0	0	0	0	0	0	0
RAD9A	67.916667	0	0	0	0	468	347	0	0	0	0	0	0	0
FAM241B	67.916667	0	0	0	0	412	0	0	0	111	292	0	0	0
SNRPB2	67.833333	0	0	0	0	450	364	0	0	0	0	0	0	0
OSBPL9	67.833333	0	0	0	0	221	141	0	0	91	361	0	0	0
NCAPG	67.833333	0	0	0	0	366	302	0	0	0	146	0	0	0
MTR	67.833333	0	0	0	0	320	307	0	0	0	187	0	0	0
C1orf194	67.833333	0	0	0	0	234	250	0	0	0	330	0	0	0
STAU1	67.750000	0	0	0	0	332	264	0	0	0	217	0	0	0
RCOR2	67.750000	0	0	0	0	616	0	0	0	0	197	0	0	0
PIGV	67.750000	0	0	0	0	130	108	0	0	165	410	0	0	0
NSMCE3	67.750000	0	0	0	0	469	232	0	0	0	112	0	0	0
MICB	67.750000	0	0	0	0	356	215	0	0	0	242	0	0	0
KLHL36	67.750000	0	0	0	0	528	136	0	0	0	149	0	0	0
DGLUCY	67.750000	0	0	0	0	280	162	0	0	0	0	250	121	0
SGPL1	67.666667	0	0	0	0	563	142	0	0	0	107	0	0	0
SERBP1	67.666667	0	0	0	0	276	251	0	0	0	115	170	0	0
RNMT	67.666667	0	0	0	0	517	217	0	0	0	78	0	0	0
LIX1L	67.666667	0	0	0	0	424	195	0	0	0	193	0	0	0
GATA2	67.666667	0	0	0	0	451	157	0	0	109	95	0	0	0
FAM210A	67.666667	0	0	0	0	517	217	0	0	0	78	0	0	0
TMEM245	67.583333	0	0	0	0	390	0	0	0	161	260	0	0	0
SRRT	67.583333	0	0	0	0	314	251	0	0	91	155	0	0	0
SMDT1	67.583333	0	0	0	0	362	197	0	0	0	112	140	0	0
NAGK	67.583333	0	0	0	0	416	294	0	0	0	101	0	0	0
N6AMT1	67.583333	0	0	0	0	356	331	0	0	0	124	0	0	0
BCL6	67.583333	0	0	0	0	0	0	0	0	275	536	0	0	0
ZNF572	67.500000	0	0	0	0	554	256	0	0	0	0	0	0	0
TMEM87A	67.500000	0	0	0	0	99	169	0	0	0	81	266	195	0
TMEM191B	67.500000	0	0	0	0	404	202	0	0	0	204	0	0	0
SCGN	67.500000	0	0	0	0	371	286	0	0	0	153	0	0	0
MFGE8	67.500000	0	0	0	0	377	0	0	0	186	247	0	0	0
GTF2H5	67.500000	0	0	0	0	453	215	0	0	0	142	0	0	0
GANC	67.500000	0	0	0	0	99	169	0	0	0	81	266	195	0
GALM	67.500000	0	0	0	0	491	319	0	0	0	0	0	0	0
CSNK1A1	67.500000	0	0	0	0	253	334	0	0	0	133	90	0	0
ABCB8	67.500000	0	0	0	0	91	0	0	0	0	104	333	282	0
RAB22A	67.416667	0	0	0	0	681	0	0	0	0	128	0	0	0
GCC1	67.416667	0	0	0	0	506	219	0	0	0	84	0	0	0
FAM219B	67.416667	0	0	0	0	454	170	0	0	0	185	0	0	0
ZNF429	67.333333	0	0	0	0	310	158	0	0	146	194	0	0	0
ZNF274	67.333333	0	0	0	0	335	197	0	0	0	114	162	0	0
UNG	67.333333	0	0	0	0	553	152	0	0	0	103	0	0	0
TRIM14	67.333333	0	0	0	0	528	156	0	0	0	124	0	0	0
TATDN1	67.333333	0	0	0	0	345	300	0	0	0	163	0	0	0
NDUFB9	67.333333	0	0	0	0	345	300	0	0	0	163	0	0	0
GALNT4	67.333333	0	0	0	0	328	308	0	0	0	172	0	0	0
ERP29	67.333333	0	0	0	0	296	277	0	0	81	154	0	0	0
DOCK11	67.333333	0	0	0	0	297	0	0	0	124	387	0	0	0
ATOH7	67.333333	0	0	0	0	409	261	0	0	0	138	0	0	0
PEX10	67.250000	0	0	0	0	260	188	0	0	158	117	84	0	0
NSD1	67.250000	0	0	0	0	94	0	0	0	308	405	0	0	0
XRN1	67.166667	0	0	0	0	291	194	0	0	116	205	0	0	0
WDR90	67.166667	0	0	0	0	622	184	0	0	0	0	0	0	0
MIF4GD	67.166667	0	0	0	0	497	160	0	0	0	149	0	0	0
MICU3	67.166667	0	0	0	0	420	282	0	0	0	104	0	0	0
DNAH2	67.166667	0	0	0	0	343	158	0	0	94	211	0	0	0
DIPK1A	67.166667	0	0	0	0	464	0	0	0	0	175	87	80	0
ZNF212	67.083333	0	0	0	0	447	220	0	0	0	138	0	0	0
PDP2	67.083333	0	0	0	0	453	258	0	0	0	94	0	0	0
MTUS2	67.083333	0	0	0	0	550	0	0	0	0	255	0	0	0
HMGN1	67.083333	0	0	0	0	333	94	0	0	174	204	0	0	0
FAM135A	67.083333	0	0	0	0	464	281	0	0	0	60	0	0	0
CDKN2B	67.083333	0	0	0	0	559	246	0	0	0	0	0	0	0
UHRF2	67.000000	0	0	0	0	551	143	0	0	0	110	0	0	0
UBE2N	67.000000	0	0	0	0	374	247	0	0	0	183	0	0	0
TMEM52	67.000000	0	0	0	0	252	135	0	0	126	291	0	0	0
TMCO1	67.000000	0	0	0	0	192	269	0	0	96	247	0	0	0
TIFA	67.000000	0	0	0	0	407	176	0	0	0	221	0	0	0
PAX6	67.000000	0	0	0	0	323	131	0	0	152	198	0	0	0
PANK1	67.000000	0	0	0	0	453	189	0	0	0	162	0	0	0
LEPROTL1	67.000000	0	0	0	0	453	156	0	0	0	195	0	0	0
TYW1B	66.916667	0	0	0	0	401	141	0	0	0	130	131	0	0
TRAPPC9	66.916667	0	0	0	0	352	291	0	0	0	160	0	0	0
TBPL1	66.916667	0	0	0	0	382	344	0	0	0	77	0	0	0
SPSB3	66.916667	0	0	0	0	285	0	0	0	0	130	244	144	0
PIK3C2A	66.916667	0	0	0	0	384	336	0	0	0	83	0	0	0
NGEF	66.916667	0	0	0	0	391	412	0	0	0	0	0	0	0
KLHL23	66.916667	0	0	0	0	531	90	0	0	0	182	0	0	0
HDGFL2	66.916667	0	0	0	0	0	0	0	0	0	0	490	313	0
FKBP4	66.916667	0	0	0	0	642	68	0	0	0	93	0	0	0
ERBB3	66.916667	0	0	0	0	368	283	0	0	0	152	0	0	0
ENTPD6	66.916667	0	0	0	0	508	202	0	0	0	93	0	0	0
ENO2	66.916667	0	0	0	0	582	121	0	0	0	100	0	0	0
YIPF4	66.833333	0	0	0	0	612	190	0	0	0	0	0	0	0
TTC13	66.833333	0	0	0	0	370	317	0	0	0	115	0	0	0
STIL	66.833333	0	0	0	0	254	120	0	0	105	323	0	0	0
SDF4	66.833333	0	0	0	0	473	136	0	0	0	193	0	0	0
PSTK	66.833333	0	0	0	0	437	213	0	0	0	152	0	0	0
PDCL3	66.833333	0	0	0	0	293	269	0	0	0	124	116	0	0
MED9	66.833333	0	0	0	0	484	318	0	0	0	0	0	0	0
FUBP1	66.833333	0	0	0	0	287	243	0	0	0	272	0	0	0
FAM13B	66.833333	0	0	0	0	413	300	0	0	0	89	0	0	0
DNAJB4	66.833333	0	0	0	0	287	243	0	0	0	272	0	0	0
B3GALT6	66.833333	0	0	0	0	473	136	0	0	0	193	0	0	0
ASGR1	66.833333	0	0	0	0	490	312	0	0	0	0	0	0	0
UBOX5	66.750000	0	0	0	0	400	316	0	0	85	0	0	0	0
TCTEX1D2	66.750000	0	0	0	0	399	191	0	0	0	211	0	0	0
NRP1	66.750000	0	0	0	0	498	206	0	0	0	0	97	0	0
MON2	66.750000	0	0	0	0	460	174	0	0	0	167	0	0	0
FBXO44	66.750000	0	0	0	0	506	201	0	0	0	94	0	0	0
FBXO2	66.750000	0	0	0	0	506	201	0	0	0	94	0	0	0
FASTKD5	66.750000	0	0	0	0	400	316	0	0	85	0	0	0	0
CDC42EP2	66.750000	0	0	0	0	323	219	0	0	0	259	0	0	0
UBASH3B	66.666667	0	0	0	0	509	166	0	0	0	125	0	0	0
SMIM14	66.666667	0	0	0	0	279	317	0	0	89	115	0	0	0
ICE1	66.666667	0	0	0	0	423	208	0	0	0	169	0	0	0
CTDSP2	66.666667	0	0	0	0	506	294	0	0	0	0	0	0	0
WDR18	66.583333	0	0	0	0	666	0	0	0	0	133	0	0	0
SF3B3	66.583333	0	0	0	0	367	212	0	0	79	141	0	0	0
COG4	66.583333	0	0	0	0	367	212	0	0	79	141	0	0	0
BSG	66.583333	0	0	0	0	264	126	0	0	141	268	0	0	0
TMEM45A	66.500000	0	0	0	0	415	253	0	0	0	130	0	0	0
SNCB	66.500000	0	0	0	0	534	0	0	0	111	153	0	0	0
PCCB	66.500000	0	0	0	0	485	176	0	0	0	137	0	0	0
NR3C1	66.500000	0	0	0	0	480	115	0	0	0	203	0	0	0
KCTD1	66.500000	0	0	0	0	608	190	0	0	0	0	0	0	0
EIF4E1B	66.500000	0	0	0	0	534	0	0	0	111	153	0	0	0
ARID5A	66.500000	0	0	0	0	389	139	0	0	104	166	0	0	0
ZNF335	66.416667	0	0	0	0	291	313	0	0	0	78	115	0	0
SLC25A4	66.416667	0	0	0	0	625	172	0	0	0	0	0	0	0
EIF5	66.416667	0	0	0	0	305	245	0	0	0	131	116	0	0
ZNF691	66.333333	0	0	0	0	339	151	0	0	0	306	0	0	0
TSPAN17	66.333333	0	0	0	0	301	123	0	0	123	249	0	0	0
TRIM44	66.333333	0	0	0	0	500	175	0	0	0	121	0	0	0
TPRG1L	66.333333	0	0	0	0	470	326	0	0	0	0	0	0	0
PLPP3	66.333333	0	0	0	0	542	254	0	0	0	0	0	0	0
PKP2	66.333333	0	0	0	0	533	169	0	0	0	94	0	0	0
EPHB4	66.333333	0	0	0	0	351	176	0	0	127	142	0	0	0
EPHA6	66.333333	0	0	0	0	796	0	0	0	0	0	0	0	0
COPS2	66.333333	0	0	0	0	387	269	0	0	0	140	0	0	0
CDK14	66.333333	0	0	0	0	362	137	0	0	0	297	0	0	0
ATXN7L3	66.333333	0	0	0	0	290	278	0	0	0	0	132	96	0
PTPRA	66.250000	0	0	0	0	362	263	0	0	0	170	0	0	0
PRPF3	66.250000	0	0	0	0	277	300	0	0	119	99	0	0	0
PPP6R3	66.250000	0	0	0	0	445	99	0	0	0	79	172	0	0
PPA1	66.250000	0	0	0	0	295	129	0	0	142	229	0	0	0
MEX3A	66.250000	0	0	0	0	433	0	0	0	152	210	0	0	0
FOXN3	66.250000	0	0	0	0	627	168	0	0	0	0	0	0	0
ENDOG	66.250000	0	0	0	0	514	145	0	0	0	136	0	0	0
ZBED8	66.166667	0	0	0	0	411	279	0	0	0	104	0	0	0
SCP2	66.166667	0	0	0	0	421	243	0	0	0	130	0	0	0
RAB35	66.166667	0	0	0	0	359	223	0	0	0	119	93	0	0
POLR2D	66.166667	0	0	0	0	555	239	0	0	0	0	0	0	0
PGS1	66.166667	0	0	0	0	495	227	0	0	0	72	0	0	0
NT5E	66.166667	0	0	0	0	528	266	0	0	0	0	0	0	0
LITAF	66.166667	0	0	0	0	525	156	0	0	0	113	0	0	0
KIAA1191	66.166667	0	0	0	0	402	315	0	0	0	77	0	0	0
SSU72	66.083333	0	0	0	0	335	182	0	0	0	177	99	0	0
MC1R	66.083333	0	0	0	0	464	329	0	0	0	0	0	0	0
COG2	66.083333	0	0	0	0	453	210	0	0	0	130	0	0	0
CC2D1A	66.083333	0	0	0	0	565	0	0	0	0	228	0	0	0
C19orf57	66.083333	0	0	0	0	565	0	0	0	0	228	0	0	0
ACSL4	66.083333	0	0	0	0	403	176	0	0	0	108	106	0	0
SH3BP4	66.000000	0	0	0	0	561	231	0	0	0	0	0	0	0
RAB1A	66.000000	0	0	0	0	169	142	0	0	0	116	240	125	0
ITPKA	66.000000	0	0	0	0	160	200	0	0	140	292	0	0	0
GPS2	66.000000	0	0	0	0	388	265	0	0	0	139	0	0	0
TMTC4	65.916667	0	0	0	0	375	221	0	0	0	195	0	0	0
TMEM33	65.916667	0	0	0	0	383	232	0	0	0	176	0	0	0
TARS1	65.916667	0	0	0	0	398	181	0	0	0	120	92	0	0
RTF2	65.916667	0	0	0	0	419	372	0	0	0	0	0	0	0
PRPF38A	65.916667	0	0	0	0	231	187	0	0	185	188	0	0	0
PDCD5	65.916667	0	0	0	0	358	140	0	0	125	168	0	0	0
PCOLCE2	65.916667	0	0	0	0	568	223	0	0	0	0	0	0	0
ORC1	65.916667	0	0	0	0	231	187	0	0	185	188	0	0	0
HAGH	65.916667	0	0	0	0	340	205	0	0	0	246	0	0	0
GIT2	65.916667	0	0	0	0	386	314	0	0	0	91	0	0	0
FAHD1	65.916667	0	0	0	0	340	205	0	0	0	246	0	0	0
EMC8	65.916667	0	0	0	0	516	275	0	0	0	0	0	0	0
COX4I1	65.916667	0	0	0	0	516	275	0	0	0	0	0	0	0
CCDC68	65.916667	0	0	0	0	678	113	0	0	0	0	0	0	0
SNRPD3	65.833333	0	0	0	0	280	192	0	0	0	0	165	153	0
PSMD5	65.833333	0	0	0	0	291	164	0	0	109	226	0	0	0
GUCD1	65.833333	0	0	0	0	280	192	0	0	0	0	165	153	0
CUL9	65.833333	0	0	0	0	412	247	0	0	0	131	0	0	0
COMMD6	65.833333	0	0	0	0	404	272	0	0	0	114	0	0	0
BMPER	65.833333	0	0	0	0	603	187	0	0	0	0	0	0	0
ACOT1	65.833333	0	0	0	0	583	207	0	0	0	0	0	0	0
ZSCAN2	65.750000	0	0	0	0	433	218	0	0	0	0	138	0	0
KLHL17	65.750000	0	0	0	0	657	0	0	0	0	132	0	0	0
HNRNPAB	65.750000	0	0	0	0	446	168	0	0	0	175	0	0	0
HNRNPA1	65.750000	0	0	0	0	136	136	0	0	0	140	154	223	0
CBX5	65.750000	0	0	0	0	136	136	0	0	0	140	154	223	0
PFKFB3	65.666667	0	0	0	0	337	172	0	0	0	149	130	0	0
PAIP2	65.666667	0	0	0	0	258	263	0	0	0	165	102	0	0
NAGPA	65.666667	0	0	0	0	411	272	0	0	0	105	0	0	0
MAOA	65.666667	0	0	0	0	454	162	0	0	0	0	172	0	0
MAFF	65.666667	0	0	0	0	415	148	0	0	103	122	0	0	0
H2BC9	65.666667	0	0	0	0	175	97	0	0	104	412	0	0	0
CASP7	65.666667	0	0	0	0	493	295	0	0	0	0	0	0	0
CALU	65.666667	0	0	0	0	244	149	0	0	0	200	195	0	0
ATP2C1	65.666667	0	0	0	0	486	182	0	0	0	120	0	0	0
ALAD	65.666667	0	0	0	0	266	258	0	0	0	264	0	0	0
ZNF570	65.583333	0	0	0	0	408	228	0	0	0	0	151	0	0
ZNF569	65.583333	0	0	0	0	408	228	0	0	0	0	151	0	0
ZC3H12D	65.583333	0	0	0	0	488	299	0	0	0	0	0	0	0
