Target_genes	CHD7|Average	SRX3010215|A549	SRX3010216|A549	SRX1901615|CD34+	SRX9795022|Cerebellum	SRX3010108|GM12878	SRX3010109|GM12878	SRX116455|hESC_H1	SRX186669|hESC_H1	SRX3581475|iPSC_derived_neural_cells	SRX3581477|iPSC_derived_neural_cells	SRX3581509|iPSC_derived_neural_cells	SRX3581511|iPSC_derived_neural_cells	SRX702549|iPSC_derived_neural_cells	SRX3581513|iPSC_derived_neural_crests	SRX3581515|iPSC_derived_neural_crests	SRX3581504|iPS_cells	SRX3581507|iPS_cells	SRX116418|K-562	SRX186674|K-562	STRING
TTC5	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSR4	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	16.052632	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0
SMPD1	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIK3	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCB4	16.052632	0	0	0	191	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0
PHAX	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFDN2	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIT1	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFYC	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTO1	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRS2	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LENG8	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF6	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDH3G	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTNBP1	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXorf58	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPA4	16.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0
CHST10	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP78	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBWD6	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK1D	16.052632	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0
C4orf36	16.052632	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
C20orf27	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHI1	16.052632	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF587B	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF557	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF274	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF26	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF2	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMNDC1	16.000000	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
SLC35F4	16.000000	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0
SHMT2	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETD3	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCOC	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRM1	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF19B	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGPD8	16.000000	0	0	119	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGPD5	16.000000	0	0	119	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO2	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB4A	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROSER1	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLI	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHLRC3	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFSD11	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMAN2L	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HFM1	16.000000	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0
FNTA	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESR2	16.000000	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
DIRAS2	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRS4L1	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL8A1	16.000000	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	138	0	0	0
CHIC2	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNK	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN5	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BABAM1	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF9	16.000000	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0
ALKBH5	16.000000	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL3	16.000000	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
ZNF571	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF540	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF134	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDSUB1	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS50	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP28	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBALD2	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMTC4	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THADA	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX18	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFXN1	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAXO1	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTN4IP1	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRP15	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAGA	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF6	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFXAP	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM12	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QRSL1	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUM1	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPA3	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOK	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBLAC1	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HINT2	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEPACAM2	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD1A	15.947368	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0
GPR162	15.947368	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0
CYP2R1	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNE1	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf24	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOC1S6	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFGAP1	15.947368	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS53	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2V2	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIGD5	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM12B	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR12	15.894737	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
POLR2H	15.894737	0	0	113	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGA	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAZ3	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL9	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD2	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LARS1	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA2	15.894737	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0
HUS1	15.894737	0	0	92	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGCR	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPM6A	15.894737	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	133	0	0	0
GPATCH2L	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLIM4	15.894737	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
EXOSC2	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMC9	15.894737	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0
EEF1D	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC42SE2	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL2L13	15.894737	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS6	15.894737	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
ZSCAN18	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF318	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC17	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR6	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE3A	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM44	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEF	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARS1	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRYD3	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPC24	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRNP40	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM28	15.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0
SMG1	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC37A3	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSBN1L	15.842105	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
RPS6	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF187	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX2	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM22	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITRM1	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHF5A	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLFM1	15.842105	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
NUDCD2	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPC1	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKTR	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK14	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT8	15.842105	0	0	0	0	0	0	0	0	0	0	0	193	0	108	0	0	0	0	0	0
IDE	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMMR	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GZF1	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNPDA2	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FREM1	15.842105	0	0	0	202	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
FAM98C	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM47E-STBD1	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM47E	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXT2	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC93	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf118	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4GALT1	15.842105	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0
ASNS	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACO2	15.842105	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF701	15.789474	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
ZNF584	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF473	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF438	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VRK3	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3TC1	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0
PSMA6	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMT1	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPSNAP3A	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFAP2	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	125	0	0	0
MBNL1	15.789474	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
LOXL2	15.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0
LARS2	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KHSRP	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM4C	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNB2	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESCO2	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAPOR2	15.789474	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
DCAKD	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK7	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCC2	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL4A	15.789474	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZWILCH	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF589	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF555	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF549	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF223	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF2	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H10	15.736842	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	76	80	0
WDR12	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS18	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXNRD3	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOX4	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM168	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCTN3	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAU2	15.736842	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
SECISBP2	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL4	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFX3	15.736842	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
RAB2B	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSD3	15.736842	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0
POGK	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITPNA	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITHD1	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHTF1	15.736842	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0
PCMTD2	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBK	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPTN	15.736842	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0
MRPL22	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL15	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JTB	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNAR1	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FYB2	15.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0
EFCAB2	15.736842	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
CTSF	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLTC	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIB2	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD109	15.736842	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
CARF	15.736842	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFAND3	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN14	15.684211	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0
TSEN54	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THOC1	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TERF1	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHC3	15.684211	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	96	0	0	0
SENP5	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL35A	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB3A	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR3G	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBLAC2	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRIG1	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMTOR4	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDSR	15.684211	0	0	0	224	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0
IQCG	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPN1	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPVD1	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC14	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDHD1	15.684211	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0
CCDC121	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASKIN2	15.684211	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APELA	15.684211	0	0	0	0	0	0	0	0	0	0	0	219	79	0	0	0	0	0	0	0
ZC3H14	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRMU	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM97	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM86A	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM65	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINF2	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STARD13	15.631579	0	0	0	135	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0
SRI	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNMT	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM33	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYCR1	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNN	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGD	15.631579	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0
PDXDC1	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSTM1	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NME7	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NICN1	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDE1	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTFR2	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTFR1L	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL18	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED28	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED25	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARF1	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYSMD2	15.631579	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
LIN54	15.631579	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0
KATNA1	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAM3	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2F2	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLOT1	15.631579	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0
FAM210A	15.631579	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETV3	15.631579	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0
