Target_genes	NR5A2|Average	SRX10478059|A549	SRX10478060|A549	SRX702035|hESC_derived_mesendodermal_cells	SRX702034|hESC_HUES64	SRX359877|LoVo	SRX278609|MCF-7	STRING
TIGD1	64.833333	220	169	0	0	0	0	0
RPIA	64.833333	249	0	140	0	0	0	0
ILVBL	64.833333	277	112	0	0	0	0	0
EIF4E2	64.833333	220	169	0	0	0	0	0
SLC2A6	64.666667	203	185	0	0	0	0	0
ELAVL2	64.666667	236	152	0	0	0	0	0
DPF1	64.666667	171	217	0	0	0	0	0
CHST15	64.666667	211	177	0	0	0	0	0
RAB3A	64.500000	197	190	0	0	0	0	0
EXOC5	64.500000	200	187	0	0	0	0	0
AP5M1	64.500000	200	187	0	0	0	0	0
SLC30A1	64.333333	218	168	0	0	0	0	0
KRT8	64.333333	192	194	0	0	0	0	0
TBL1X	64.166667	210	175	0	0	0	0	0
ASAH2B	64.166667	208	177	0	0	0	0	0
ZNF775	64.000000	241	143	0	0	0	0	0
YWHAZ	64.000000	236	148	0	0	0	0	0
RPS5	64.000000	142	242	0	0	0	0	0
PRR12	64.000000	195	189	0	0	0	0	0
HES1	64.000000	0	384	0	0	0	0	0
IKBKG	63.833333	215	168	0	0	0	0	0
ELK1	63.833333	191	192	0	0	0	0	0
ZNF544	63.666667	249	133	0	0	0	0	0
USP4	63.666667	246	136	0	0	0	0	0
UGT2B10	63.666667	177	205	0	0	0	0	0
TBCB	63.500000	216	165	0	0	0	0	0
PRKDC	63.500000	276	105	0	0	0	0	0
POLR2I	63.500000	216	165	0	0	0	0	0
PIP5K1A	63.500000	220	161	0	0	0	0	0
MCM4	63.500000	276	105	0	0	0	0	0
JPT1	63.500000	168	213	0	0	0	0	0
EIF1	63.500000	168	213	0	0	0	0	0
TRIM37	63.333333	144	114	0	0	0	122	0
AP1B1	63.333333	221	159	0	0	0	0	0
ANKAR	63.333333	248	132	0	0	0	0	0
XPR1	63.000000	176	202	0	0	0	0	0
UROS	63.000000	235	143	0	0	0	0	0
PMS2	63.000000	220	158	0	0	0	0	0
BCCIP	63.000000	235	143	0	0	0	0	0
AIMP2	63.000000	220	158	0	0	0	0	0
ZNF497	62.833333	270	107	0	0	0	0	0
SCN9A	62.833333	145	232	0	0	0	0	0
FBXL17	62.833333	167	210	0	0	0	0	0
GALNT14	62.666667	198	178	0	0	0	0	0
CAMTA1	62.666667	127	87	162	0	0	0	0
TATDN3	62.333333	202	172	0	0	0	0	0
PTMA	62.333333	166	208	0	0	0	0	0
NSL1	62.333333	202	172	0	0	0	0	0
MGST3	62.333333	161	213	0	0	0	0	0
XPO4	62.166667	223	150	0	0	0	0	0
GRPEL1	62.166667	269	104	0	0	0	0	0
DSTN	62.166667	174	199	0	0	0	0	0
BFSP1	62.166667	174	199	0	0	0	0	0
ZZEF1	62.000000	200	172	0	0	0	0	0
YME1L1	62.000000	210	162	0	0	0	0	0
TRIM47	62.000000	208	164	0	0	0	0	0
NCEH1	62.000000	207	165	0	0	0	0	0
MSANTD3	62.000000	197	175	0	0	0	0	0
CYB5D2	62.000000	200	172	0	0	0	0	0
ALKBH2	62.000000	234	138	0	0	0	0	0
USP36	61.666667	128	242	0	0	0	0	0
PCCB	61.666667	210	160	0	0	0	0	0
PARP2	61.666667	213	157	0	0	0	0	0
EFNA4	61.666667	116	254	0	0	0	0	0
ZCRB1	61.500000	160	209	0	0	0	0	0
PPHLN1	61.500000	160	209	0	0	0	0	0
BSG	61.500000	228	141	0	0	0	0	0
SLC2A14	61.333333	138	230	0	0	0	0	0
POR	61.333333	215	153	0	0	0	0	0
MRPS28	61.333333	201	167	0	0	0	0	0
H2AX	61.333333	210	158	0	0	0	0	0
CLEC16A	61.333333	199	169	0	0	0	0	0
THRAP3	61.166667	195	172	0	0	0	0	0
IMPA1	61.166667	238	129	0	0	0	0	0
SS18	61.000000	0	0	231	135	0	0	0
RUFY1	61.000000	268	98	0	0	0	0	0
NTMT1	61.000000	202	164	0	0	0	0	0
CELF1	61.000000	220	146	0	0	0	0	0
ZMYND12	60.833333	183	182	0	0	0	0	0
TIMM9	60.833333	187	178	0	0	0	0	0
SUPT5H	60.833333	188	177	0	0	0	0	0
RPS7	60.833333	128	237	0	0	0	0	0
RAD9A	60.833333	206	159	0	0	0	0	0
PPCS	60.833333	183	182	0	0	0	0	0
KIAA0586	60.833333	187	178	0	0	0	0	0
CCDC30	60.833333	183	182	0	0	0	0	0
ATP5MPL	60.833333	188	177	0	0	0	0	0
ACOT9	60.833333	226	139	0	0	0	0	0
ZNF84	60.666667	225	139	0	0	0	0	0
SDHA	60.666667	144	220	0	0	0	0	0
RBM47	60.666667	220	144	0	0	0	0	0
CCDC127	60.666667	144	220	0	0	0	0	0
ZNF574	60.500000	207	156	0	0	0	0	0
ING4	60.500000	193	170	0	0	0	0	0
METTL8	60.333333	244	118	0	0	0	0	0
ERF	60.333333	209	153	0	0	0	0	0
DCAF17	60.333333	244	118	0	0	0	0	0
TMEM147	60.166667	182	179	0	0	0	0	0
RUSC2	60.166667	265	96	0	0	0	0	0
PSMC4	60.166667	227	134	0	0	0	0	0
C16orf91	60.166667	192	169	0	0	0	0	0
RYBP	60.000000	199	0	161	0	0	0	0
COQ8B	60.000000	200	160	0	0	0	0	0
SDHC	59.833333	155	204	0	0	0	0	0
KRT7	59.833333	248	111	0	0	0	0	0
UHRF1BP1	59.666667	148	210	0	0	0	0	0
TTC7A	59.500000	196	161	0	0	0	0	0
PDS5A	59.500000	165	192	0	0	0	0	0
MTARC2	59.500000	218	139	0	0	0	0	0
MCFD2	59.500000	196	161	0	0	0	0	0
ETFA	59.500000	203	154	0	0	0	0	0
PDE7A	59.333333	195	161	0	0	0	0	0
MTMR12	59.333333	356	0	0	0	0	0	0
HNRNPAB	59.333333	170	186	0	0	0	0	0
ABCB6	59.333333	181	175	0	0	0	0	0
ZSCAN22	59.166667	158	197	0	0	0	0	0
TXNIP	59.166667	0	0	160	0	0	195	0
SLC38A1	59.166667	201	154	0	0	0	0	0
CPPED1	59.166667	205	150	0	0	0	0	0
CCDC107	59.166667	202	153	0	0	0	0	0
TSC22D4	59.000000	0	0	0	0	0	354	0
FOXA2	59.000000	185	169	0	0	0	0	0
SNRPA	58.833333	185	168	0	0	0	0	0
RABGEF1	58.833333	199	154	0	0	0	0	0
MRPS23	58.833333	202	151	0	0	0	0	0
C19orf54	58.833333	185	168	0	0	0	0	0
ABHD3	58.833333	156	197	0	0	0	0	0
ZNF324	58.666667	242	110	0	0	0	0	0
PTP4A1	58.666667	150	202	0	0	0	0	0
NKAP	58.666667	135	217	0	0	0	0	0
GPR39	58.666667	229	123	0	0	0	0	0
GMPS	58.666667	223	129	0	0	0	0	0
C15orf40	58.666667	108	102	0	142	0	0	0
VPS37B	58.500000	195	156	0	0	0	0	0
SLC25A39	58.500000	208	143	0	0	0	0	0
MYOF	58.500000	150	201	0	0	0	0	0
KCTD5	58.500000	193	158	0	0	0	0	0
FBXO8	58.500000	180	171	0	0	0	0	0
CEP44	58.500000	180	171	0	0	0	0	0
UQCC1	58.333333	213	137	0	0	0	0	0
UNK	58.333333	206	144	0	0	0	0	0
MVD	58.333333	200	150	0	0	0	0	0
MTG1	58.333333	172	178	0	0	0	0	0
JOSD2	58.333333	192	158	0	0	0	0	0
SMPD2	58.166667	245	104	0	0	0	0	0
PPIL6	58.166667	245	104	0	0	0	0	0
MICU3	58.166667	160	189	0	0	0	0	0
ITGB1	58.166667	257	92	0	0	0	0	0
TMX2	58.000000	179	169	0	0	0	0	0
RNLS	58.000000	192	156	0	0	0	0	0
PANK3	58.000000	197	151	0	0	0	0	0
MED19	58.000000	179	169	0	0	0	0	0
FRA10AC1	58.000000	172	176	0	0	0	0	0
DRG2	58.000000	197	151	0	0	0	0	0
CCDC137	58.000000	254	94	0	0	0	0	0
ZNF487	57.833333	230	117	0	0	0	0	0
TBRG1	57.833333	151	196	0	0	0	0	0
USP14	57.666667	0	0	146	200	0	0	0
STARD7	57.666667	207	139	0	0	0	0	0
MAPK8	57.666667	127	0	219	0	0	0	0
SFT2D2	57.500000	224	121	0	0	0	0	0
MYH10	57.500000	239	106	0	0	0	0	0
DNASE1	57.500000	164	181	0	0	0	0	0
PAN2	57.333333	120	111	113	0	0	0	0
LRP3	57.333333	145	199	0	0	0	0	0
KIF23	57.333333	191	153	0	0	0	0	0
APOE	57.333333	166	178	0	0	0	0	0
TTC16	57.166667	192	151	0	0	0	0	0
TMBIM4	57.166667	134	209	0	0	0	0	0
RFC5	57.166667	157	186	0	0	0	0	0
PTRH1	57.166667	192	151	0	0	0	0	0
OS9	57.166667	142	201	0	0	0	0	0
LCN2	57.166667	120	223	0	0	0	0	0
CYB5R4	57.166667	182	161	0	0	0	0	0
RNH1	57.000000	171	171	0	0	0	0	0
STX4	56.833333	183	158	0	0	0	0	0
PIK3R3	56.833333	0	0	177	164	0	0	0
HEY1	56.833333	0	0	194	147	0	0	0
H3C13	56.833333	192	149	0	0	0	0	0
DHX8	56.833333	156	185	0	0	0	0	0
CSTF1	56.833333	138	203	0	0	0	0	0
CEP120	56.833333	207	134	0	0	0	0	0
AURKA	56.833333	138	203	0	0	0	0	0
VARS2	56.666667	210	130	0	0	0	0	0
ULK1	56.666667	154	186	0	0	0	0	0
RPS26	56.666667	131	209	0	0	0	0	0
PIGL	56.666667	187	153	0	0	0	0	0
HNRNPF	56.666667	191	149	0	0	0	0	0
MYH7B	56.500000	131	208	0	0	0	0	0
HDAC2	56.500000	149	190	0	0	0	0	0
GSS	56.500000	131	208	0	0	0	0	0
EXOSC8	56.500000	135	204	0	0	0	0	0
TBC1D9	56.333333	208	130	0	0	0	0	0
PDK4	56.333333	129	209	0	0	0	0	0
NXT1	56.333333	202	136	0	0	0	0	0
B3GALT1	56.333333	189	149	0	0	0	0	0
AMZ2	56.333333	230	108	0	0	0	0	0
ACADS	56.333333	163	175	0	0	0	0	0
TEX30	56.166667	191	146	0	0	0	0	0
PFN4	56.166667	265	72	0	0	0	0	0
IL20	56.166667	0	0	0	0	0	337	0
YAP1	56.000000	195	141	0	0	0	0	0
VPS33A	56.000000	167	169	0	0	0	0	0
GABARAPL1	56.000000	180	156	0	0	0	0	0
VPS13D	55.833333	186	149	0	0	0	0	0
SEC11A	55.833333	178	157	0	0	0	0	0
PUM3	55.833333	199	136	0	0	0	0	0
FKBP1A	55.833333	200	135	0	0	0	0	0
BCL2L2-PABPN1	55.833333	167	168	0	0	0	0	0
BCL2L2	55.833333	167	168	0	0	0	0	0
APH1A	55.833333	138	197	0	0	0	0	0
MTF2	55.666667	194	140	0	0	0	0	0
LMBR1	55.666667	147	187	0	0	0	0	0
UBR7	55.500000	205	128	0	0	0	0	0
TAGLN2	55.500000	191	142	0	0	0	0	0
SNRPB	55.500000	206	127	0	0	0	0	0
PNKP	55.500000	221	112	0	0	0	0	0
NUAK2	55.500000	181	152	0	0	0	0	0
MIS12	55.500000	192	141	0	0	0	0	0
LIMS1	55.500000	170	163	0	0	0	0	0
GON7	55.500000	205	128	0	0	0	0	0
ESD	55.500000	176	157	0	0	0	0	0
DNA2	55.500000	190	0	143	0	0	0	0
DERL2	55.500000	192	141	0	0	0	0	0
AKR1C1	55.500000	166	167	0	0	0	0	0
TXN	55.333333	187	145	0	0	0	0	0
TTF2	55.333333	145	187	0	0	0	0	0
SEC24A	55.333333	222	110	0	0	0	0	0
GGCT	55.333333	206	126	0	0	0	0	0
TDRKH	55.166667	136	195	0	0	0	0	0
ENDOV	55.166667	162	169	0	0	0	0	0
ROCK1	55.000000	169	161	0	0	0	0	0
RFC1	55.000000	0	150	180	0	0	0	0
NMT1	55.000000	163	167	0	0	0	0	0
IAH1	55.000000	192	138	0	0	0	0	0
GAS2L3	55.000000	186	144	0	0	0	0	0
TSPAN4	54.833333	196	133	0	0	0	0	0
SLC4A7	54.833333	183	146	0	0	0	0	0
PGAP2	54.833333	157	0	172	0	0	0	0
LPCAT4	54.833333	165	164	0	0	0	0	0
KIF2A	54.833333	207	122	0	0	0	0	0
CYP2R1	54.833333	0	0	172	157	0	0	0
CD9	54.833333	193	136	0	0	0	0	0
UQCRFS1	54.666667	198	130	0	0	0	0	0
IMMT	54.666667	188	140	0	0	0	0	0
THAP5	54.500000	223	104	0	0	0	0	0
SOX12	54.500000	327	0	0	0	0	0	0
SLC49A4	54.500000	103	92	132	0	0	0	0
SLC35B4	54.500000	167	160	0	0	0	0	0
RAB20	54.500000	164	163	0	0	0	0	0
PNPO	54.500000	163	164	0	0	0	0	0
PLEKHA1	54.500000	186	141	0	0	0	0	0
PAK4	54.500000	137	190	0	0	0	0	0
NUDC	54.500000	221	106	0	0	0	0	0
MAP1LC3C	54.500000	148	179	0	0	0	0	0
HSPBAP1	54.500000	103	92	132	0	0	0	0
DNAJB9	54.500000	223	104	0	0	0	0	0
TRMO	54.333333	141	185	0	0	0	0	0
STC2	54.333333	0	0	134	192	0	0	0
LANCL1	54.333333	211	115	0	0	0	0	0
GPR107	54.333333	174	152	0	0	0	0	0
FBRS	54.333333	218	108	0	0	0	0	0
DCP1A	54.333333	200	126	0	0	0	0	0
CPS1	54.333333	211	115	0	0	0	0	0
WASHC2C	54.166667	203	122	0	0	0	0	0
SRSF1	54.166667	143	182	0	0	0	0	0
RAPGEF6	54.166667	135	190	0	0	0	0	0
RAD52	54.166667	139	186	0	0	0	0	0
MAMSTR	54.166667	231	94	0	0	0	0	0
PLEC	54.000000	149	175	0	0	0	0	0
PHF12	54.000000	171	153	0	0	0	0	0
NUP62	53.833333	183	140	0	0	0	0	0
MAML3	53.833333	199	124	0	0	0	0	0
IL4I1	53.833333	183	140	0	0	0	0	0
GRK6	53.833333	151	172	0	0	0	0	0
ATF5	53.833333	183	140	0	0	0	0	0
TTC9B	53.666667	155	167	0	0	0	0	0
MRPL58	53.666667	151	171	0	0	0	0	0
FAM167A	53.666667	139	183	0	0	0	0	0
ZNF550	53.500000	195	126	0	0	0	0	0
SLC16A3	53.500000	106	215	0	0	0	0	0
RNF19A	53.500000	233	88	0	0	0	0	0
TRIM14	53.333333	152	168	0	0	0	0	0
PRR19	53.333333	160	160	0	0	0	0	0
PAFAH1B3	53.333333	160	160	0	0	0	0	0
MRPS18B	53.333333	132	188	0	0	0	0	0
IRS1	53.333333	197	123	0	0	0	0	0
DENND3	53.333333	182	138	0	0	0	0	0
ZNF335	53.166667	149	170	0	0	0	0	0
SLC44A1	53.166667	127	192	0	0	0	0	0
CNTRL	53.166667	178	141	0	0	0	0	0
CCDC42	53.166667	206	113	0	0	0	0	0
C5	53.166667	178	141	0	0	0	0	0
TLX3	53.000000	0	0	128	190	0	0	0
SGSM3	53.000000	116	202	0	0	0	0	0
MRPL27	53.000000	148	170	0	0	0	0	0
HEBP1	53.000000	189	129	0	0	0	0	0
EME1	53.000000	148	170	0	0	0	0	0
CABLES2	53.000000	179	139	0	0	0	0	0
ADRA1D	53.000000	148	170	0	0	0	0	0
UBA52	52.833333	113	204	0	0	0	0	0
TRIM8	52.833333	234	83	0	0	0	0	0
PPIL3	52.833333	140	177	0	0	0	0	0
NT5M	52.833333	143	174	0	0	0	0	0
NIF3L1	52.833333	140	177	0	0	0	0	0
DEPDC5	52.833333	164	153	0	0	0	0	0
YTHDF2	52.666667	195	121	0	0	0	0	0
USP17L5	52.666667	213	103	0	0	0	0	0
USP17L30	52.666667	213	103	0	0	0	0	0
USP17L29	52.666667	213	103	0	0	0	0	0
USP17L28	52.666667	213	103	0	0	0	0	0
USP17L27	52.666667	213	103	0	0	0	0	0
USP17L26	52.666667	213	103	0	0	0	0	0
USP17L25	52.666667	213	103	0	0	0	0	0
USP17L24	52.666667	213	103	0	0	0	0	0
NEK9	52.666667	212	104	0	0	0	0	0
LENG8	52.666667	154	162	0	0	0	0	0
IGSF9	52.666667	0	0	0	0	0	316	0
COX7C	52.666667	174	142	0	0	0	0	0
TSR1	52.500000	106	209	0	0	0	0	0
SLC25A5	52.500000	187	128	0	0	0	0	0
SGSM2	52.500000	106	209	0	0	0	0	0
RNF141	52.500000	162	153	0	0	0	0	0
MLF2	52.333333	160	154	0	0	0	0	0
MAPT	52.333333	173	141	0	0	0	0	0
FAM83D	52.333333	193	121	0	0	0	0	0
ATP5F1E	52.333333	145	169	0	0	0	0	0
TAF9	52.166667	172	141	0	0	0	0	0
RNF32	52.166667	194	0	119	0	0	0	0
RAD17	52.166667	172	141	0	0	0	0	0
NME1-NME2	52.166667	141	172	0	0	0	0	0
NME1	52.166667	141	172	0	0	0	0	0
KMT5C	52.166667	155	158	0	0	0	0	0
KLHL12	52.166667	179	134	0	0	0	0	0
AK6	52.166667	172	141	0	0	0	0	0
PARG	52.000000	193	119	0	0	0	0	0
NDUFB2	52.000000	178	134	0	0	0	0	0
CCDC91	52.000000	175	137	0	0	0	0	0
PEAK1	51.833333	212	99	0	0	0	0	0
NDUFS1	51.833333	173	138	0	0	0	0	0
MRPL21	51.833333	141	170	0	0	0	0	0
IGHMBP2	51.833333	141	170	0	0	0	0	0
HMG20A	51.833333	212	99	0	0	0	0	0
EIF4A3	51.833333	311	0	0	0	0	0	0
EEF1B2	51.833333	173	138	0	0	0	0	0
CIRBP	51.833333	170	141	0	0	0	0	0
STX16	51.666667	195	115	0	0	0	0	0
RPA2	51.666667	0	0	175	135	0	0	0
PPM1D	51.666667	0	98	0	0	0	212	0
NDUFB6	51.666667	182	128	0	0	0	0	0
IMPA2	51.666667	143	167	0	0	0	0	0
DCTN4	51.666667	191	119	0	0	0	0	0
INO80B	51.500000	168	141	0	0	0	0	0
C1orf174	51.500000	186	123	0	0	0	0	0
WWTR1	51.333333	182	126	0	0	0	0	0
USP8	51.333333	138	0	0	170	0	0	0
STAT6	51.333333	149	159	0	0	0	0	0
RNF130	51.333333	176	132	0	0	0	0	0
ODF2	51.333333	164	144	0	0	0	0	0
MECR	51.333333	190	118	0	0	0	0	0
GABPB2	51.333333	157	151	0	0	0	0	0
CCDC124	51.333333	129	179	0	0	0	0	0
UGT2A3	51.166667	165	142	0	0	0	0	0
TPPP3	51.166667	187	120	0	0	0	0	0
TMSB10	51.166667	197	110	0	0	0	0	0
TMCO4	51.166667	145	162	0	0	0	0	0
SLC3A2	51.166667	170	137	0	0	0	0	0
MRPS33	51.166667	208	99	0	0	0	0	0
SNRPB2	51.000000	155	151	0	0	0	0	0
RNF34	51.000000	179	127	0	0	0	0	0
PPIH	51.000000	171	135	0	0	0	0	0
KDM7A	51.000000	306	0	0	0	0	0	0
GLRX	51.000000	173	133	0	0	0	0	0
EIF3B	51.000000	167	139	0	0	0	0	0
UBE3C	50.833333	202	103	0	0	0	0	0
RAB5B	50.833333	148	157	0	0	0	0	0
PPP1R3B	50.833333	185	120	0	0	0	0	0
FSCN1	50.833333	194	111	0	0	0	0	0
E2F3	50.833333	305	0	0	0	0	0	0
MAZ	50.666667	116	188	0	0	0	0	0
FLII	50.666667	156	148	0	0	0	0	0
USP3	50.500000	153	150	0	0	0	0	0
SUPV3L1	50.500000	158	145	0	0	0	0	0
SLX1B	50.500000	189	114	0	0	0	0	0
SLX1A	50.500000	189	114	0	0	0	0	0
FANCD2	50.500000	154	149	0	0	0	0	0
DIP2C	50.500000	160	143	0	0	0	0	0
DCBLD1	50.500000	161	142	0	0	0	0	0
BOLA2B	50.500000	189	114	0	0	0	0	0
BOLA2	50.500000	189	114	0	0	0	0	0
SND1	50.333333	174	128	0	0	0	0	0
SLC25A36	50.333333	0	0	116	186	0	0	0
SAMM50	50.333333	109	193	0	0	0	0	0
PRSS27	50.333333	193	109	0	0	0	0	0
KATNBL1	50.333333	191	111	0	0	0	0	0
CAND1	50.333333	200	102	0	0	0	0	0
ATN1	50.333333	126	176	0	0	0	0	0
ZNF75A	50.166667	189	112	0	0	0	0	0
WDR74	50.166667	154	147	0	0	0	0	0
TIGD7	50.166667	189	112	0	0	0	0	0
BORCS7	50.166667	0	0	192	109	0	0	0
SDK2	50.000000	127	173	0	0	0	0	0
PICALM	50.000000	145	155	0	0	0	0	0
KLF9	50.000000	120	80	100	0	0	0	0
EIF1AD	50.000000	131	169	0	0	0	0	0
BANF1	50.000000	131	169	0	0	0	0	0
TEX2	49.833333	137	162	0	0	0	0	0
KIFC3	49.833333	110	189	0	0	0	0	0
ITGB2	49.833333	118	181	0	0	0	0	0
ARL2	49.833333	226	73	0	0	0	0	0
TMBIM6	49.666667	170	128	0	0	0	0	0
TARBP2	49.666667	129	169	0	0	0	0	0
SH3GLB2	49.666667	130	168	0	0	0	0	0
KMT2D	49.666667	139	159	0	0	0	0	0
VPS16	49.500000	154	143	0	0	0	0	0
RBM19	49.500000	130	167	0	0	0	0	0
PNPLA2	49.500000	201	96	0	0	0	0	0
PCED1A	49.500000	154	143	0	0	0	0	0
MRPL34	49.500000	174	123	0	0	0	0	0
GNA13	49.500000	173	124	0	0	0	0	0
EML4	49.500000	142	155	0	0	0	0	0
VPS53	49.333333	180	116	0	0	0	0	0
RPS13	49.333333	185	111	0	0	0	0	0
HEXA	49.333333	128	168	0	0	0	0	0
BAIAP2	49.333333	140	156	0	0	0	0	0
ASAP1	49.333333	173	123	0	0	0	0	0
TTC13	49.166667	145	150	0	0	0	0	0
RPAP2	49.166667	111	184	0	0	0	0	0
PAQR4	49.166667	295	0	0	0	0	0	0
MFSD3	49.166667	209	86	0	0	0	0	0
MCRIP1	49.166667	135	160	0	0	0	0	0
MAT2A	49.166667	125	170	0	0	0	0	0
KCNJ2	49.166667	168	127	0	0	0	0	0
INKA2	49.166667	157	138	0	0	0	0	0
HERPUD1	49.166667	127	168	0	0	0	0	0
GLMN	49.166667	111	184	0	0	0	0	0
DDX20	49.166667	157	138	0	0	0	0	0
CKMT1B	49.166667	164	131	0	0	0	0	0
SREBF1	49.000000	138	156	0	0	0	0	0
PAM16	49.000000	148	146	0	0	0	0	0
ACACA	49.000000	128	166	0	0	0	0	0
PEX16	48.833333	177	116	0	0	0	0	0
HES4	48.833333	130	163	0	0	0	0	0
AMBRA1	48.833333	201	92	0	0	0	0	0
TSSC4	48.666667	144	148	0	0	0	0	0
SEC23A	48.666667	159	133	0	0	0	0	0
RRN3	48.666667	202	90	0	0	0	0	0
CDK6	48.666667	131	161	0	0	0	0	0
ALDH1B1	48.666667	170	122	0	0	0	0	0
TXNL4B	48.500000	189	102	0	0	0	0	0
SPRING1	48.500000	139	0	0	152	0	0	0
SELENOH	48.500000	114	177	0	0	0	0	0
RNFT2	48.500000	139	0	0	152	0	0	0
RILP	48.500000	159	132	0	0	0	0	0
DUS1L	48.500000	291	0	0	0	0	0	0
DHX38	48.500000	189	102	0	0	0	0	0
ART5	48.500000	0	0	118	173	0	0	0
IRX6	48.333333	160	130	0	0	0	0	0
ESYT2	48.333333	125	165	0	0	0	0	0
EFHC1	48.333333	155	135	0	0	0	0	0
B3GAT3	48.333333	140	150	0	0	0	0	0
LRRC59	48.166667	135	154	0	0	0	0	0
EDEM2	48.166667	147	142	0	0	0	0	0
INTS2	48.000000	161	127	0	0	0	0	0
HEYL	48.000000	288	0	0	0	0	0	0
CD99	48.000000	167	121	0	0	0	0	0
ATAD1	48.000000	92	196	0	0	0	0	0
NOS1AP	47.833333	170	117	0	0	0	0	0
NAP1L1	47.666667	171	115	0	0	0	0	0
GDPGP1	47.666667	141	145	0	0	0	0	0
GALC	47.666667	132	154	0	0	0	0	0
CIB1	47.666667	141	145	0	0	0	0	0
TMEM116	47.500000	150	135	0	0	0	0	0
SLC30A5	47.500000	177	108	0	0	0	0	0
FBXL20	47.500000	131	154	0	0	0	0	0
ERP29	47.500000	150	135	0	0	0	0	0
ATG10	47.500000	133	152	0	0	0	0	0
PTGES3	47.333333	284	0	0	0	0	0	0
MIOS	47.333333	284	0	0	0	0	0	0
EXOC7	47.333333	133	151	0	0	0	0	0
SMIM15	47.166667	135	148	0	0	0	0	0
HBS1L	47.166667	141	142	0	0	0	0	0
EFCAB2	47.166667	146	137	0	0	0	0	0
MFSD8	47.000000	104	178	0	0	0	0	0
ABHD18	47.000000	104	178	0	0	0	0	0
VASP	46.666667	173	107	0	0	0	0	0
RBM42	46.666667	102	178	0	0	0	0	0
PRKAB2	46.666667	160	120	0	0	0	0	0
CHD1L	46.666667	160	120	0	0	0	0	0
CCAR1	46.666667	136	144	0	0	0	0	0
RIPOR1	46.500000	134	145	0	0	0	0	0
MATN3	46.500000	157	122	0	0	0	0	0
FBXO17	46.500000	153	126	0	0	0	0	0
NAB2	46.333333	93	185	0	0	0	0	0
TIPARP	46.166667	124	153	0	0	0	0	0
SNRPF	46.166667	121	156	0	0	0	0	0
SCMH1	46.166667	125	152	0	0	0	0	0
RPLP2	46.166667	160	117	0	0	0	0	0
CREBL2	46.166667	100	177	0	0	0	0	0
MRPS35	46.000000	108	168	0	0	0	0	0
FBXO31	46.000000	149	127	0	0	0	0	0
ZNF428	45.833333	167	108	0	0	0	0	0
ZBTB18	45.833333	102	173	0	0	0	0	0
SGK2	45.833333	114	161	0	0	0	0	0
FAM107B	45.833333	275	0	0	0	0	0	0
DDX5	45.833333	131	144	0	0	0	0	0
DDB2	45.833333	139	136	0	0	0	0	0
NUDCD3	45.666667	111	163	0	0	0	0	0
EXOSC5	45.666667	155	119	0	0	0	0	0
COMMD3-BMI1	45.666667	274	0	0	0	0	0	0
COMMD3	45.666667	274	0	0	0	0	0	0
BTBD3	45.666667	274	0	0	0	0	0	0
BCKDHA	45.666667	155	119	0	0	0	0	0
ZSCAN32	45.500000	144	129	0	0	0	0	0
ZNF174	45.500000	144	129	0	0	0	0	0
SAMD4B	45.500000	144	129	0	0	0	0	0
RFESD	45.500000	166	107	0	0	0	0	0
NOTCH2NLC	45.333333	136	136	0	0	0	0	0
NAA50	45.333333	113	159	0	0	0	0	0
IL32	45.333333	272	0	0	0	0	0	0
C10orf88	45.333333	165	0	107	0	0	0	0
ATP6V1A	45.333333	113	159	0	0	0	0	0
ARIH1	45.333333	148	124	0	0	0	0	0
UQCRQ	45.166667	171	100	0	0	0	0	0
SAE1	45.166667	131	140	0	0	0	0	0
MAGED1	45.166667	116	155	0	0	0	0	0
GDF9	45.166667	171	100	0	0	0	0	0
COG7	45.166667	119	152	0	0	0	0	0
USP15	45.000000	136	134	0	0	0	0	0
TMEM42	45.000000	189	81	0	0	0	0	0
RGPD8	45.000000	174	96	0	0	0	0	0
RGPD5	45.000000	174	96	0	0	0	0	0
PNPLA4	45.000000	156	114	0	0	0	0	0
BMP2K	45.000000	150	120	0	0	0	0	0
ARL6IP4	45.000000	125	145	0	0	0	0	0
ALKBH3	45.000000	138	132	0	0	0	0	0
ZKSCAN1	44.833333	126	143	0	0	0	0	0
RFX1	44.833333	136	133	0	0	0	0	0
PSMD3	44.833333	179	90	0	0	0	0	0
PPP1R35	44.833333	177	92	0	0	0	0	0
FAM162A	44.833333	269	0	0	0	0	0	0
FAIM	44.833333	127	142	0	0	0	0	0
CCDC58	44.833333	269	0	0	0	0	0	0
ZNF576	44.666667	144	124	0	0	0	0	0
TSPAN6	44.666667	150	118	0	0	0	0	0
KBTBD2	44.666667	115	153	0	0	0	0	0
IRGQ	44.666667	144	124	0	0	0	0	0
B3GALNT1	44.666667	0	0	268	0	0	0	0
XRN1	44.500000	267	0	0	0	0	0	0
WDR1	44.500000	122	145	0	0	0	0	0
EFCAB6	44.500000	0	188	79	0	0	0	0
SQSTM1	44.333333	145	121	0	0	0	0	0
S100A2	44.333333	175	91	0	0	0	0	0
PANK1	44.333333	153	113	0	0	0	0	0
ITM2C	44.333333	266	0	0	0	0	0	0
TTC23L	44.166667	141	124	0	0	0	0	0
RFX5	44.166667	111	154	0	0	0	0	0
CCT2	44.166667	85	180	0	0	0	0	0
CABIN1	44.166667	265	0	0	0	0	0	0
