Target_genes	KDM5B|Average	SRX3285563|C49R	SRX3285565|C70R	SRX3285588|C70R	SRX3285589|C70R	SRX3285613|C70R	SRX3285614|C70R	SRX3285576|FULR	SRX3285591|FULR	SRX3285592|FULR	SRX3285604|FULR	SRX3285605|FULR	SRX3285606|FULR	SRX3285608|FULR	SRX265432|HCC2157	SRX10475115|Hep_G2	SRX10475116|Hep_G2	SRX116461|hESC_H1	SRX116462|hESC_H1	SRX186653|hESC_H1	SRX3009990|hESC_H1	SRX3009991|hESC_H1	SRX116428|K-562	SRX116438|K-562	SRX116439|K-562	SRX186782|K-562	SRX055308|MCF-7	SRX055309|MCF-7	SRX055310|MCF-7	SRX055311|MCF-7	SRX055312|MCF-7	SRX265412|MCF-7	SRX265413|MCF-7	SRX265414|MCF-7	SRX3285561|MCF-7	SRX3285578|MCF-7	SRX3285580|MCF-7	SRX3285582|MCF-7	SRX3285584|MCF-7	SRX3285594|MCF-7	SRX3285595|MCF-7	SRX3285610|MCF-7	SRX3285611|MCF-7	SRX265430|MDA-MB-231	SRX265425|SUM_159PT	SRX265422|SUM_185PE	SRX265423|SUM_185PE	SRX265420|T-47D	SRX3285586|TAMR	SRX3285597|TAMR	SRX3285598|TAMR	SRX055303|U-937	SRX055304|U-937	SRX055305|U-937	SRX055306|U-937	STRING
NUDT9	109.592593	111	0	0	0	0	128	0	0	0	0	0	0	0	408	0	473	0	0	0	0	0	0	619	0	556	263	127	98	0	0	294	234	305	0	0	101	0	0	136	159	119	0	398	0	0	400	755	0	0	0	0	234	0	0	0
LGALSL	109.592593	307	243	0	126	123	271	159	0	0	205	123	119	0	170	69	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	222	245	105	87	116	84	0	215	271	232	305	184	0	0	466	402	235	157	115	0	0	0	0	0
DLG1	109.592593	215	153	0	129	101	227	0	0	0	165	0	99	0	141	0	268	0	0	0	0	0	0	544	0	458	0	0	0	0	0	171	220	217	0	89	183	145	0	195	186	132	207	319	0	0	238	838	157	0	121	0	0	0	0	0
ADAMTS19	109.592593	261	278	177	234	160	349	134	0	102	300	130	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	379	260	194	156	205	174	106	257	211	248	260	0	0	0	400	125	197	128	106	0	0	0	0	0
ACVR1C	109.592593	206	194	0	226	132	317	148	102	0	370	180	86	0	0	155	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	523	202	0	184	232	0	0	191	129	189	220	354	0	0	0	443	174	0	117	0	0	0	0	0
SCARB2	109.555556	210	214	0	129	164	133	130	0	97	172	95	95	0	98	121	527	0	0	0	0	0	0	472	0	375	0	0	0	0	0	247	256	262	0	98	168	0	0	170	123	146	162	353	0	0	241	354	203	101	0	0	0	0	0	0
PANK2	109.555556	125	0	0	0	0	167	101	0	0	119	114	107	0	231	172	655	0	0	0	0	0	0	434	0	361	0	0	0	0	0	197	195	264	130	0	204	0	0	256	287	151	0	347	225	0	350	616	108	0	0	0	0	0	0	0
UXS1	109.518519	164	217	0	143	164	236	153	0	0	226	174	0	0	115	0	441	0	0	0	0	0	0	618	0	482	0	0	0	0	0	164	191	211	79	96	144	92	0	202	204	205	138	278	0	0	176	362	151	88	0	0	0	0	0	0
ST20-MTHFS	109.500000	154	107	0	0	0	128	102	0	0	89	0	0	0	147	74	360	0	0	0	0	0	0	881	0	781	128	0	0	0	0	185	207	340	114	0	0	114	0	197	135	0	0	177	0	0	219	1146	128	0	0	0	0	0	0	0
SCD	109.500000	156	109	0	112	0	144	109	0	0	179	148	92	0	154	0	299	0	0	0	0	0	0	449	0	375	0	0	0	0	0	195	474	386	84	0	166	0	0	208	170	116	122	304	0	0	528	627	136	0	71	0	0	0	0	0
RERE	109.500000	133	122	0	0	0	135	0	0	0	157	0	0	0	509	0	472	0	0	0	0	0	0	832	0	713	0	0	0	0	0	234	362	460	76	0	0	0	0	149	0	92	128	270	0	0	416	563	90	0	0	0	0	0	0	0
ID2	109.462963	0	0	0	0	0	0	0	0	0	0	0	0	0	262	107	496	0	0	0	0	0	0	1432	0	1236	0	0	0	0	0	195	410	457	0	0	0	0	0	0	0	0	0	273	0	0	577	466	0	0	0	0	0	0	0	0
GET1-SH3BGR	109.425926	117	81	0	0	0	91	220	0	0	111	0	0	0	306	81	292	0	0	0	0	0	0	347	0	319	270	0	0	0	0	229	319	406	0	0	304	0	0	283	144	112	74	294	0	0	401	889	219	0	0	0	0	0	0	0
SCLY	109.370370	146	136	0	0	104	101	132	0	0	141	0	0	0	252	140	671	0	0	0	0	0	0	384	0	294	0	0	0	0	0	218	325	404	0	114	181	0	0	228	150	187	124	219	0	0	491	656	108	0	0	0	0	0	0	0
DYNLRB1	109.333333	180	0	0	0	0	135	97	0	0	92	63	127	0	468	182	556	0	0	0	0	0	0	267	0	222	0	0	0	0	0	251	264	266	96	0	125	0	0	113	0	153	95	384	0	113	777	773	105	0	0	0	0	0	0	0
CHST10	109.333333	320	188	0	117	132	284	203	0	0	235	189	141	0	212	79	426	0	0	0	0	0	0	257	0	173	0	0	0	0	0	149	233	201	97	116	195	151	0	227	208	226	304	285	0	0	0	187	154	104	111	0	0	0	0	0
CENPC	109.314815	136	118	0	0	175	188	0	0	0	113	0	137	0	128	194	610	0	0	0	0	0	0	877	0	810	0	0	0	0	0	160	292	239	0	0	178	0	0	149	196	139	148	222	0	0	343	351	0	0	0	0	0	0	0	0
CRYBG3	109.259259	107	188	0	141	151	265	125	0	0	273	137	0	0	176	200	485	0	0	0	0	0	0	159	0	0	0	0	0	0	0	178	301	218	97	130	116	0	0	112	83	112	289	333	0	89	352	700	159	102	122	0	0	0	0	0
ACTR10	109.259259	165	100	0	0	72	0	147	0	0	123	122	91	0	130	120	327	0	0	0	0	0	0	489	0	429	0	0	0	0	0	242	455	409	0	136	216	0	0	159	188	133	96	347	0	0	446	562	125	71	0	0	0	0	0	0
PHF19	109.222222	110	141	0	89	96	180	110	0	0	173	138	0	0	177	0	385	0	0	0	0	0	0	541	0	499	0	0	0	0	0	161	213	153	60	123	159	81	0	165	135	89	111	529	0	0	518	472	179	0	111	0	0	0	0	0
MTHFR	109.222222	235	0	0	0	0	95	243	0	0	282	129	194	0	157	0	366	0	0	0	0	0	0	236	0	188	0	0	0	0	0	112	149	249	201	0	293	153	0	417	434	203	0	222	0	0	268	842	230	0	0	0	0	0	0	0
ATAD3B	109.185185	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	229	0	0	0	0	0	0	425	0	334	249	0	0	0	0	308	371	478	0	0	0	0	0	0	0	0	0	692	84	0	705	1122	0	0	0	0	365	0	0	0
KDM7A	109.166667	163	197	0	76	138	170	135	0	0	152	0	77	0	190	119	367	0	0	0	0	0	0	683	121	579	0	0	0	0	0	166	239	275	0	0	128	102	0	160	152	130	155	234	0	0	374	407	87	0	119	0	0	0	0	0
PEX19	109.148148	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	292	0	0	0	0	0	0	680	0	580	513	189	176	131	0	0	0	249	0	0	0	0	0	0	0	0	0	299	0	0	299	1152	0	0	0	144	693	0	152	0
ZAR1L	109.129630	130	0	0	0	0	114	85	0	0	171	0	0	0	340	136	429	0	0	0	0	0	0	722	0	615	149	0	0	0	0	187	290	357	0	0	0	0	0	109	74	80	105	321	0	0	513	846	0	0	0	0	120	0	0	0
LMCD1	109.129630	103	170	0	0	86	203	0	0	0	138	0	96	0	349	339	1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	373	347	0	0	117	0	0	174	107	151	188	408	0	0	415	391	115	0	0	0	0	0	0	0
GPATCH4	109.129630	0	0	0	0	0	127	0	0	0	104	0	0	0	324	0	304	0	0	0	0	0	0	580	0	495	311	183	211	0	0	0	0	318	0	0	106	0	0	213	325	125	96	258	0	0	337	555	0	0	0	163	622	0	136	0
BRCA2	109.129630	130	0	0	0	0	114	85	0	0	171	0	0	0	340	136	429	0	0	0	0	0	0	722	0	615	149	0	0	0	0	187	290	357	0	0	0	0	0	109	74	80	105	321	0	0	513	846	0	0	0	0	120	0	0	0
TXLNA	109.092593	114	112	0	0	0	108	0	0	0	145	0	0	0	323	189	649	0	0	0	0	0	152	555	0	480	0	0	0	0	0	433	399	446	0	0	80	0	0	106	107	117	89	399	0	0	371	402	115	0	0	0	0	0	0	0
TVP23C	109.074074	83	0	0	0	0	223	0	0	0	249	98	104	0	120	189	609	0	0	0	0	0	0	814	0	660	0	0	0	0	0	242	158	256	0	0	0	0	0	217	102	105	144	352	0	0	500	505	160	0	0	0	0	0	0	0
RALY	109.074074	199	160	0	129	114	184	99	0	0	150	123	0	0	254	80	541	0	0	0	0	0	0	561	0	466	0	0	0	0	0	153	172	285	0	141	146	0	0	0	105	155	158	326	0	0	412	510	186	0	81	0	0	0	0	0
NSMCE4A	109.074074	128	158	0	96	0	212	102	0	0	160	113	125	0	307	0	354	0	0	0	0	0	0	284	0	249	0	0	0	0	0	356	554	255	0	0	113	0	0	210	163	110	108	454	0	0	295	615	159	125	85	0	0	0	0	0
CPS1	109.074074	295	128	0	0	195	261	0	0	0	245	0	92	0	77	184	840	0	0	0	0	0	0	709	0	568	0	0	0	0	0	215	251	227	0	0	0	0	0	165	211	208	250	101	0	0	264	404	0	0	0	0	0	0	0	0
TMEM115	109.055556	0	0	0	0	0	76	0	0	0	0	0	0	0	937	0	389	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	183	263	0	0	0	0	0	131	0	0	0	766	427	86	794	1603	0	0	0	0	95	0	0	0
OGFRL1	109.055556	306	214	117	128	134	252	158	0	85	291	127	106	0	249	119	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	170	147	107	136	187	87	0	227	213	193	185	603	0	0	242	389	186	0	186	0	0	0	0	0
EPS15	109.055556	127	186	0	158	132	177	100	0	101	172	136	166	0	286	117	229	0	0	0	0	0	0	338	0	363	0	0	0	0	0	170	281	231	0	105	67	0	0	154	121	139	132	288	0	0	462	520	141	158	132	0	0	0	0	0
DHRS13	109.055556	184	105	0	0	0	171	128	0	0	137	100	0	0	320	107	503	0	0	0	0	0	0	124	0	126	0	0	0	0	0	464	488	348	84	0	136	0	0	156	131	115	133	511	0	0	190	977	151	0	0	0	0	0	0	0
KANK2	109.037037	67	0	0	0	0	102	92	0	0	108	0	0	0	206	0	183	0	0	0	0	0	0	579	0	462	0	0	0	0	0	412	518	410	0	0	137	0	0	134	120	106	0	849	0	0	436	967	0	0	0	0	0	0	0	0
NMRAL1	109.000000	106	0	0	0	115	138	0	0	0	175	0	0	0	355	202	551	0	0	0	0	0	0	507	0	435	0	0	0	0	0	356	426	427	0	0	89	0	0	105	119	152	82	382	0	0	248	680	132	0	104	0	0	0	0	0
HMOX2	109.000000	106	0	0	0	115	138	0	0	0	175	0	0	0	355	202	551	0	0	0	0	0	0	507	0	435	0	0	0	0	0	356	426	427	0	0	89	0	0	105	119	152	82	382	0	0	248	680	132	0	104	0	0	0	0	0
TRMT61A	108.962963	125	0	0	0	0	116	186	0	0	108	0	117	0	292	0	183	0	0	0	0	0	0	255	0	190	351	0	0	0	0	175	228	470	0	0	308	0	0	235	346	123	0	553	0	0	299	754	192	0	0	0	278	0	0	0
HMGCLL1	108.962963	222	211	0	128	162	243	215	0	0	201	117	158	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	459	323	194	115	203	0	0	275	248	287	369	472	0	0	0	321	199	177	172	0	0	0	0	0
EVI5	108.962963	95	84	0	0	0	181	91	0	0	83	106	0	0	214	452	1500	0	0	0	0	0	156	371	0	290	0	0	0	0	0	104	164	167	0	85	138	0	0	225	127	111	134	233	0	0	316	318	139	0	0	0	0	0	0	0
TMEM44	108.944444	125	163	0	0	135	216	0	0	0	122	100	0	0	325	0	379	0	0	0	0	0	0	294	0	212	0	0	0	0	0	308	482	215	81	0	137	0	0	131	130	158	143	761	0	0	248	1018	0	0	0	0	0	0	0	0
ZBTB17	108.925926	0	110	0	0	0	0	0	0	0	0	124	0	0	359	103	519	0	0	0	0	0	0	350	0	314	149	126	0	0	0	199	238	504	0	0	0	0	0	139	0	103	0	482	0	0	577	1205	0	0	0	0	281	0	0	0
ISCU	108.907407	77	0	0	0	0	0	91	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	512	0	418	590	283	342	313	0	108	264	296	0	0	84	0	0	84	0	90	0	237	0	0	417	604	109	0	0	156	444	0	0	0
GPR158	108.907407	170	138	0	157	127	245	121	0	0	207	143	106	0	125	152	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	368	724	0	0	172	0	0	124	74	162	127	181	0	99	684	365	124	0	0	0	0	0	0	0
PRRT1	108.888889	0	0	0	0	0	0	0	0	0	0	0	0	0	558	0	251	0	0	0	0	0	0	173	0	199	0	0	0	0	0	377	266	505	0	0	0	0	0	0	0	0	0	1276	118	0	797	1360	0	0	0	0	0	0	0	0
COPS3	108.888889	0	0	0	0	0	94	77	0	0	0	76	110	0	361	0	305	0	0	0	0	0	0	516	0	471	124	0	0	0	0	178	361	281	88	0	273	0	0	190	220	148	0	408	0	0	408	831	153	0	91	0	116	0	0	0
ECHDC2	108.870370	96	107	0	0	0	216	0	0	0	207	0	0	0	556	145	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	478	180	0	0	97	0	0	130	143	104	117	710	0	0	243	1228	83	0	0	0	0	0	0	0
SERINC5	108.851852	118	135	0	0	0	168	0	0	0	156	0	0	0	252	132	522	0	0	0	0	0	0	556	0	432	0	0	0	0	0	223	371	267	0	0	86	0	0	110	91	115	147	331	0	162	831	557	116	0	0	0	0	0	0	0
KIF11	108.851852	164	186	0	0	121	226	113	0	0	173	0	127	0	130	0	324	0	0	0	0	0	0	647	0	570	0	0	0	0	0	175	246	242	75	0	138	0	0	183	246	218	222	218	0	0	319	597	113	0	105	0	0	0	0	0
FAM193B	108.851852	231	160	0	154	102	271	168	0	73	195	89	0	0	239	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	196	419	95	102	95	152	0	179	138	177	158	548	0	0	560	868	93	62	68	0	0	0	0	0
NUFIP1	108.833333	132	0	0	0	0	106	0	0	0	122	0	0	0	0	96	434	0	0	0	0	0	0	389	0	322	548	268	235	238	0	154	159	254	0	0	0	0	0	141	122	115	100	167	0	0	266	442	0	0	0	328	524	107	108	0
GPALPP1	108.833333	132	0	0	0	0	106	0	0	0	122	0	0	0	0	96	434	0	0	0	0	0	0	389	0	322	548	268	235	238	0	154	159	254	0	0	0	0	0	141	122	115	100	167	0	0	266	442	0	0	0	328	524	107	108	0
SLC1A5	108.814815	122	85	0	0	0	103	0	0	0	136	0	0	0	89	0	230	0	0	0	0	0	0	1147	0	1056	0	0	0	0	0	382	417	670	0	0	101	0	0	74	0	78	100	257	0	0	384	445	0	0	0	0	0	0	0	0
PHF13	108.814815	0	0	0	0	0	0	0	0	0	0	0	0	0	692	0	157	0	0	0	0	0	0	264	0	222	0	0	0	0	0	370	581	645	0	0	106	0	0	0	0	0	0	866	73	0	839	1061	0	0	0	0	0	0	0	0
CCDC85B	108.777778	260	179	0	0	0	155	139	0	0	270	229	0	0	104	70	426	0	0	0	0	0	0	347	0	276	0	0	0	0	0	250	199	430	0	0	294	0	0	244	222	138	119	412	88	0	218	521	164	0	120	0	0	0	0	0
ACAT1	108.777778	203	110	0	109	0	319	0	0	0	135	112	0	0	170	125	486	0	0	0	0	0	0	563	0	440	0	0	0	0	0	123	283	192	0	0	204	0	0	132	170	204	169	412	0	0	271	699	0	112	131	0	0	0	0	0
PHB2	108.740741	136	0	0	0	0	89	0	0	0	0	0	0	0	408	0	326	0	0	0	0	0	0	215	0	222	440	388	317	189	0	108	128	333	0	0	0	0	0	0	0	0	0	196	0	0	715	601	117	0	0	187	757	0	0	0
TMED4	108.722222	79	85	0	0	0	73	0	0	0	0	94	0	0	289	169	494	0	0	0	0	0	0	775	0	680	314	0	0	0	0	89	164	275	0	0	0	125	0	95	113	0	0	252	0	0	418	796	174	0	0	0	318	0	0	0
MESP1	108.703704	156	95	89	129	110	232	145	0	0	229	132	0	0	453	165	569	0	0	0	0	0	0	189	0	164	0	0	0	0	0	268	421	233	0	0	216	82	0	185	120	120	170	364	0	83	119	504	128	0	0	0	0	0	0	0
AAAS	108.703704	0	0	0	0	0	0	0	0	0	0	0	0	0	328	125	292	0	0	0	0	0	0	557	0	475	397	180	265	148	0	198	349	280	0	0	0	0	0	0	0	0	0	293	124	99	478	814	98	0	0	80	290	0	0	0
RNF227	108.685185	142	129	0	0	0	158	0	0	0	137	154	0	0	243	207	727	0	0	0	0	0	154	265	0	207	0	0	0	0	0	141	174	316	0	0	128	0	0	133	145	161	194	905	0	0	510	312	124	0	103	0	0	0	0	0
SOX13	108.666667	214	146	0	142	84	189	121	0	0	223	138	0	0	308	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	387	324	135	170	211	0	0	249	200	143	174	329	0	0	234	693	188	0	106	0	0	0	0	0
ZNF764	108.648148	148	152	0	63	0	83	124	0	0	185	116	109	0	225	110	313	0	0	0	0	0	0	768	0	613	0	0	0	0	0	117	113	173	123	0	154	0	0	325	229	201	158	0	0	0	197	806	130	0	132	0	0	0	0	0
EIF2AK4	108.648148	186	165	0	145	181	337	141	0	0	278	167	0	0	176	138	383	0	0	0	0	0	0	390	0	342	0	0	0	0	0	150	173	212	90	0	121	0	0	277	112	186	122	172	0	0	379	560	158	0	126	0	0	0	0	0
UQCRH	108.629630	0	117	0	0	0	84	0	0	0	105	94	0	0	376	0	269	0	0	0	0	0	0	930	0	786	0	0	0	0	0	238	313	305	0	0	0	0	0	116	157	0	96	425	0	0	410	794	0	0	101	0	150	0	0	0
DUT	108.629630	171	0	0	0	0	99	0	0	0	0	0	0	0	172	123	487	0	0	0	0	0	0	762	0	694	127	0	0	0	0	143	180	210	0	0	85	0	0	146	106	105	91	401	0	174	386	806	172	0	0	0	226	0	0	0
DNAJC5	108.629630	114	0	0	0	0	0	0	0	0	121	94	0	0	571	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	542	672	0	0	81	0	0	114	113	0	0	723	0	0	914	795	108	0	0	0	0	0	0	0
PTRHD1	108.611111	144	0	0	0	100	259	0	0	0	147	0	0	0	545	247	626	0	0	0	0	0	0	430	0	358	76	0	0	0	0	156	236	233	0	0	98	0	0	127	90	82	106	304	0	0	642	746	0	0	0	0	113	0	0	0
CLCN6	108.611111	235	0	0	0	0	95	243	0	0	282	129	194	0	157	0	366	0	0	0	0	0	0	221	0	170	0	0	0	0	0	112	149	249	201	0	293	153	0	417	434	203	0	222	0	0	268	842	230	0	0	0	0	0	0	0
CENPO	108.611111	144	0	0	0	100	259	0	0	0	147	0	0	0	545	247	626	0	0	0	0	0	0	430	0	358	76	0	0	0	0	156	236	233	0	0	98	0	0	127	90	82	106	304	0	0	642	746	0	0	0	0	113	0	0	0
GPBP1L1	108.592593	0	0	0	0	0	0	0	0	0	83	0	0	0	526	0	283	0	0	0	0	0	0	850	0	771	0	0	0	0	0	205	397	285	0	0	0	0	0	0	0	0	0	799	173	0	459	969	64	0	0	0	0	0	0	0
SPOCD1	108.574074	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	271	0	0	0	0	0	0	90	0	0	0	0	0	0	0	408	631	915	0	0	0	0	0	0	0	0	0	1087	117	0	597	1631	0	0	0	0	0	0	0	0
LRIG1	108.555556	243	150	0	133	186	258	89	0	0	246	174	78	0	225	61	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	219	245	94	74	143	146	0	244	233	297	206	307	0	0	219	620	222	181	150	0	0	0	0	0
GSTK1	108.555556	115	114	0	0	0	208	76	0	0	160	109	0	0	288	175	512	0	0	0	0	0	0	1338	0	1177	0	0	0	0	0	0	180	155	0	0	111	0	0	153	88	97	91	141	0	0	110	464	0	0	0	0	0	0	0	0
RPS21	108.500000	0	0	0	0	0	112	0	0	0	113	0	0	0	607	88	443	0	0	0	0	0	0	378	0	319	124	0	0	0	0	231	377	636	0	0	0	0	0	0	0	0	0	542	0	0	736	921	93	0	0	0	139	0	0	0
UBXN1	108.481481	125	0	0	0	0	121	0	0	0	0	0	0	0	307	110	291	0	0	0	0	0	0	247	0	245	201	263	200	0	0	163	210	322	0	0	0	0	0	119	150	109	121	245	0	0	553	1042	0	0	0	226	488	0	0	0
SIDT1	108.481481	266	270	151	229	191	448	85	0	179	344	151	101	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	177	151	102	164	292	0	74	423	304	300	366	0	0	0	104	128	150	170	220	0	0	0	0	0
PIK3C2A	108.481481	201	148	0	0	0	151	0	0	0	173	102	0	0	196	143	419	0	0	0	0	0	0	818	0	722	0	0	0	0	0	126	169	259	72	0	102	0	0	157	86	120	123	301	0	0	365	614	174	0	117	0	0	0	0	0
CHKA	108.481481	226	229	0	131	113	240	124	0	0	154	151	0	0	215	0	302	0	0	0	0	0	0	324	0	223	0	0	0	0	0	257	212	418	0	118	159	89	0	279	246	228	126	316	0	0	210	457	209	0	102	0	0	0	0	0
NARS1	108.462963	0	0	0	0	0	0	0	0	0	0	0	0	0	335	70	380	0	0	0	0	0	0	765	0	694	312	72	171	104	0	182	286	261	0	0	129	0	0	0	0	0	0	451	99	0	381	1017	0	0	0	0	148	0	0	0
DLL3	108.462963	278	0	0	0	0	204	0	0	0	151	0	0	0	195	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	769	146	227	0	0	0	0	157	166	137	0	805	110	0	186	1657	0	0	0	0	0	0	0	0
SSRP1	108.444444	166	88	0	0	0	0	75	0	0	94	0	0	0	413	0	201	0	0	0	0	0	0	316	0	235	0	0	0	0	0	132	212	271	80	0	164	92	0	356	369	164	116	427	0	0	469	1175	241	0	0	0	0	0	0	0
ZNF74	108.370370	77	0	0	0	0	201	123	0	0	163	0	0	0	316	102	460	0	0	0	0	0	157	1135	116	977	0	0	0	0	0	98	230	220	0	0	0	0	0	141	137	103	99	150	0	0	231	616	0	0	0	0	0	0	0	0
CCNI	108.370370	110	115	0	0	0	92	173	0	0	72	0	0	0	284	135	462	0	0	0	0	0	88	602	0	506	0	0	0	0	0	194	144	386	0	0	127	0	0	161	140	94	163	326	109	148	405	674	142	0	0	0	0	0	0	0
SCAF1	108.351852	74	0	0	0	0	0	0	0	0	0	0	0	0	608	0	183	0	0	0	0	0	0	286	0	242	0	0	0	0	0	413	492	484	0	0	0	0	0	0	145	0	0	820	152	112	736	1104	0	0	0	0	0	0	0	0
NEU3	108.351852	283	174	0	0	117	237	166	0	0	250	0	0	0	128	0	270	0	0	0	0	0	0	748	0	576	0	0	0	0	0	237	219	322	103	0	142	0	0	127	81	130	177	293	0	0	258	589	224	0	0	0	0	0	0	0
THRB	108.333333	181	160	0	115	138	223	159	0	0	239	132	159	0	0	0	222	0	0	0	0	0	0	396	0	333	0	0	0	0	0	157	228	325	82	100	140	0	0	199	188	209	180	190	0	0	392	660	148	105	90	0	0	0	0	0
CFL1	108.333333	105	0	0	0	0	85	0	0	0	116	0	0	0	511	0	179	0	0	0	0	0	0	650	0	593	0	0	0	0	0	176	236	420	0	0	93	83	0	114	128	0	77	830	0	125	475	771	83	0	0	0	0	0	0	0
KPNA3	108.296296	163	181	0	173	154	181	107	0	0	247	0	133	0	112	123	306	0	0	0	0	0	0	377	0	296	0	0	0	0	0	149	215	344	0	0	97	102	0	211	155	223	215	463	0	0	237	797	87	0	0	0	0	0	0	0
ICE2	108.296296	0	0	0	0	0	126	0	0	0	152	0	0	0	196	170	755	0	0	0	0	0	0	732	0	689	0	0	0	0	0	337	373	437	0	0	0	0	0	96	0	0	68	319	0	98	432	868	0	0	0	0	0	0	0	0
INTS4	108.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	623	0	298	0	0	0	0	0	0	441	0	372	192	0	0	0	0	230	421	686	0	0	0	0	0	0	110	0	0	445	0	0	427	1354	0	0	0	0	247	0	0	0
DCLRE1C	108.259259	103	0	0	0	0	189	68	0	0	149	0	0	0	284	152	806	0	0	0	0	0	0	769	0	663	0	0	0	0	0	199	119	424	0	0	0	0	0	125	167	185	0	199	0	73	372	800	0	0	0	0	0	0	0	0
C12orf57	108.259259	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	211	0	0	0	0	0	0	1061	0	1016	0	0	0	0	0	296	330	191	0	0	0	0	0	0	0	0	0	791	265	0	257	980	0	0	0	0	0	0	0	0
WASF3	108.240741	270	313	0	207	161	381	148	0	83	372	212	75	0	246	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	175	290	128	138	275	120	0	303	302	225	381	114	0	0	138	0	206	136	170	0	0	0	0	0
RAB11FIP1	108.240741	166	0	0	0	0	0	0	0	0	0	0	0	0	113	175	590	0	0	0	0	0	0	1410	0	1188	0	0	0	0	0	141	222	194	0	0	0	0	0	126	143	87	131	311	0	0	284	564	0	0	0	0	0	0	0	0
CHD3	108.240741	151	0	0	84	0	88	89	0	0	98	0	0	0	315	0	290	0	0	0	0	0	0	117	0	0	0	0	0	0	0	347	445	492	0	150	179	0	0	233	276	133	76	815	0	0	415	801	128	0	123	0	0	0	0	0
PDIA3	108.203704	0	151	0	84	0	140	0	0	0	109	0	0	0	233	211	619	0	0	0	0	0	0	918	0	809	0	0	0	0	0	59	179	186	0	0	0	0	0	160	168	97	128	372	0	0	369	763	88	0	0	0	0	0	0	0
HYOU1	108.185185	121	130	0	0	0	175	121	0	0	182	98	0	0	151	0	350	0	0	0	0	0	0	602	0	532	0	0	0	0	0	235	379	354	77	0	156	0	73	268	171	151	111	316	0	0	296	657	136	0	0	0	0	0	0	0
KPTN	108.166667	105	0	0	0	0	0	0	0	0	0	0	81	0	251	59	276	0	0	0	0	0	0	883	0	811	106	0	0	0	0	308	266	421	132	0	0	0	0	0	92	0	0	458	82	0	354	885	0	0	0	0	271	0	0	0
FAM120AOS	108.166667	150	237	0	102	94	219	127	0	0	246	114	0	0	0	142	320	0	0	0	0	0	0	577	0	465	0	0	0	0	0	188	253	135	113	0	108	122	0	244	178	184	214	139	0	0	597	254	109	109	101	0	0	0	0	0
FAM120A	108.166667	150	237	0	102	94	219	127	0	0	246	114	0	0	0	142	320	0	0	0	0	0	0	577	0	465	0	0	0	0	0	188	253	135	113	0	108	122	0	244	178	184	214	139	0	0	597	254	109	109	101	0	0	0	0	0
ATF2	108.148148	177	0	0	0	0	130	0	0	0	200	0	0	0	0	173	473	0	0	0	0	0	0	738	0	693	0	0	0	0	0	220	305	416	0	0	155	0	0	176	167	98	107	307	0	0	231	746	146	0	0	0	182	0	0	0
ARL6IP4	108.148148	132	96	0	0	0	144	0	0	0	145	101	0	0	282	0	223	0	0	0	0	0	0	212	0	183	233	0	0	0	0	325	380	513	0	0	88	0	0	108	89	95	0	802	0	0	702	720	107	0	0	0	160	0	0	0
PCNT	108.111111	121	176	0	0	0	123	97	0	0	102	0	65	0	206	0	214	0	0	0	0	0	0	521	0	397	122	0	0	0	0	331	508	318	0	122	106	0	0	161	139	117	99	338	0	0	414	728	105	0	0	0	208	0	0	0
DUSP12	108.111111	117	0	0	0	0	132	169	0	0	104	0	0	0	382	160	452	0	0	0	0	0	0	556	0	460	0	0	0	0	0	119	194	242	0	0	193	0	0	200	208	134	80	354	0	0	369	969	163	81	0	0	0	0	0	0
ARHGAP11A-SCG5	108.092593	157	187	0	0	180	297	0	0	0	284	99	107	0	180	0	294	0	0	0	0	0	0	491	0	450	0	0	0	0	0	140	164	239	143	0	0	0	0	256	181	228	195	148	0	0	298	598	114	0	149	0	258	0	0	0
